WT_1	WT_2	KO_1	KO_2
Rnasek	889	1190	798	974
Rnasel	420	475	542	561
Rnaset2a	806.43	925.52	1121.3	795.28
Rnaset2b	601.57	703.48	941.7	610.72
Rnd1	28	37	72	47
Rnd2	153	163	155	110
Rnd3	2213	2306	3067	2817
Rnf10	4770	5517	5821	4736
Rnf103	871	1010	1094	777
Rnf11	3547	4424	4177	3928
Rnf111	566	624	531	667
Rnf112	0	0	0	0
Rnf113a1	31	34	60	33
Rnf113a2	229	227	326	222
Rnf114	643.6	865.39	833.84	765
Rnf115	614	773	536	670
Rnf121	199	215	266	233
Rnf122	45	72	68	68
Rnf123	727.73	851.71	954.5	687.7
Rnf125	569	713	545	598
Rnf126	605	690	832	685
Rnf128	45	78	74	74
Rnf13	1416	1745	1166	1523
Rnf130	772	927	916	830
Rnf133	0	0	0	0
Rnf135	166	189	196	139
Rnf138	229	297	275	306
Rnf138rt1	0	1	0	0
Rnf139	653	856	555	619
Rnf14	1809	2199	2217	1841
Rnf141	210	249	306	232
Rnf144a	978	1362	1201	1181
Rnf144b	196	213	84	86
Rnf145	733	863	985	897
Rnf146	1734.56	1970.45	1835.39	1769.42
Rnf148	0	0	0	0
Rnf149	1628	1825	2429	1709
Rnf150	212	225	426	544
Rnf151	1	0	1	1
Rnf152	49	51	77	85
Rnf157	74	102	122	110
Rnf165	70	64	129	126
Rnf166	672	809	851	620
Rnf167	378	465	393	327
Rnf168	449	529	561	487
Rnf169	423	427	526	484
Rnf17	29	29	41	59
Rnf170	402	489	453	428
Rnf180	31	41	74	58
Rnf181	1500	1838	2030	1609
Rnf182	1	2	2	0
Rnf183	0	0	1	3
Rnf185	662.86	701	626.76	573.24
Rnf186	1	0	2	1
Rnf187	1640	1917	2747	1567
Rnf19a	1239	1429	1923	1937
Rnf19b	621	690	1461	1223
Rnf2	557	724	625	675
Rnf20	999	1057	1182	1094
Rnf207	1	3	2	3
Rnf208	1	2	3	1
Rnf214	615.03	691.66	713.13	665.38
Rnf215	186	243	329	200
Rnf216	640	737	771	759
Rnf217	356	361	542	396
Rnf219	85	92	112	97
Rnf220	412	456	640	492
Rnf222	0	0	0	0
Rnf223	2	3	1	1
Rnf224	0	0	0	0
Rnf225	9	6	8	16
Rnf24	774.89	967.72	625.35	780.08
Rnf25	262	314	269	303
Rnf26	659	706	807	737
Rnf31	396	462	604	443
Rnf32	1	6	3	2
Rnf34	375	411	504	396
Rnf38	526	600	564	653
Rnf39	2	4	1	2
Rnf4	2984	3502	3540	3292
Rnf40	1028	1108	1276	955
Rnf41	612	687	766	616
Rnf43	2	0	0	0
Rnf44	1329	1596	1655	1387
Rnf5	700	812	705	557
Rnf6	1620	1670	1795	1601
Rnf7	912	1155	1035	917
Rnf8	279.19	354.61	430.09	264.69
Rnf8-cmtr1	47.18	30.61	37.11	70.33
Rnft1	1281	1497	1115	1425
Rnft2	34	34	47	38
Rngtt	436	527	491	459
Rnh1	3122	3563	5800	3126
Rnls	40.14	72.72	48.56	38.79
Rnmt	513	491	790	557
Rnmtl1	261	336	277	224
Rnpc3	211	283	207	241
Rnpep	1081	1315	1336	996
Rnpepl1	749	947	1045	800
Rnps1	1099	1215	1437	1117
Rnu11	0	0	0	0
Rnu12	0	0	0	0
Rnu6	0	0	0	0
Rnu7	0	0	0	0
Rnu73b	0	0	0	0
Robo1	38	59	43	51
Robo2	0	3	0	1
Robo3	2	0	1	2
Robo4	42	87	105	90
Rock1	1772	2144	1909	1914
Rock2	4710	4619	5671	6701
Rogdi	168	207	250	172
Rom1	98	135	169	94
Romo1	1034	1115	2773	770
Ropn1	0	0	0	0
Ropn1l	110	132	194	98
Ror1	264	252	561	599
Ror2	181	197	321	260
Rora	2097	2157	2303	2228
Rorb	119	130	111	83
Rorc	117	109	101	63
Ros1	0	0	0	0
Rp1	0	0	0	0
Rp1l1	0	0	0	0
Rp2h	264	360	347	302
Rp9	411	487	391	395
Rpa1	595	757	708	697
Rpa2	152	196	224	181
Rpa3	224	284	388	214
Rpain	172.29	140.31	273.21	166.31
Rpap1	350	331	508	346
Rpap2	294	348	304	329
Rpap3	276	326	411	310
Rpe	1122.97	1397.52	1243.5	1189.96
Rpe65	0	0	0	0
Rpf1	227	280	239	229
Rpf2	243	285	265	249
Rpgr	59	75	56	71
Rpgrip1	2.37	2.32	9.46	5.82
Rpgrip1l	119	145	105	126
Rph3a	0	0	4	4
Rph3al	21	17	21	19
Rpia	704	831	904	567
Rpl10	11239	12879	18246	14336
Rpl10a	6805	8088	14418	9000
Rpl10l	0	0	0	0
Rpl11	7286	8140	13616	8339
Rpl12	8258	9367	17105	11006
Rpl13	10699	11648	16858	13413
Rpl13a	13334	14813	28046	18016
Rpl14	6659.28	7559.82	10614.51	8200.55
Rpl14-ps1	380.72	526.18	101.49	679.45
Rpl15	6128	7662	9698	8528
Rpl17	7059	9015	6227	10591
Rpl18	6988	8058	14231	8512
Rpl18a	8617	9904	11501	10872
Rpl19	9204	10760	13051	10423
Rpl21	5449	6401	7771	7353
Rpl22	3140	3708	5007	4182
Rpl22l1	1236.85	1547.45	2695.25	1376.1
Rpl23	8154	9992	12294	10762
Rpl23a	7747	9576	11190	10086
Rpl24	5890	7591	5646	7307
Rpl26	162.99	224.12	122.27	183.37
Rpl27	4045	5197	3465	5143
Rpl27a	6220	6995	9970	8208
Rpl28	5741	6544	7371	7432
Rpl29	4415	5201	5077	5926
Rpl3	11839	15074	19858	16866
Rpl30	187.06	229.28	363.67	294.32
Rpl31	3848.94	5287.77	2747.09	6362.62
Rpl31-ps12	100.97	190.15	55.7	144.32
Rpl32	5565.84	7037.93	7220	7658.08
Rpl34	832.91	929.94	581.03	1064.97
Rpl34-ps1	2704.09	3415.06	5364.97	3902.03
Rpl35	4957	5464	6767	5893
Rpl35a	3814	4499	7132	4873
Rpl36	2974	3398	4834	3261
Rpl36a	2950	3512	4929	3848.1
Rpl36al	2119	2581	2279	2258
Rpl37	2610.23	3064.62	4335.25	3336.38
Rpl37a	4591	5151	10039.99	4941
Rpl37rt	54.77	124.38	177.75	90.62
Rpl38	1673	2066	2982	1995
Rpl39	3063	3738	3863	4128
Rpl39l	259	366	417	446
Rpl3l	2	2	3	0
Rpl4	16140	17616	29043	20886
Rpl41	6833	7670	17318	7591
Rpl5	11361.25	13782.17	15832.89	16520.03
Rpl6	11009	11947	20407	13146
Rpl7	9617	11785	16702	13221
Rpl7a	7974.96	9093.98	12447	9204.94
Rpl7l1	1244	1534	1327	1223
Rpl8	9043	9541	17790	10212
Rpl9	7468	9548	7367	10065
Rplp0	23745	27730	31920	31301
Rplp1	10646	12578	19888	13581
Rplp2	7103.95	7830.02	14493.8	7157.84
Rplp2-ps1	41.67	63.39	92.08	63.13
Rpn1	2424	2802	4144	3173
Rpn2	5171	6159.99	8611.99	6887
Rpp14	605	725	639	523
Rpp21	113	128	148	94
Rpp25	17	33	19	18
Rpp25l	178	201	329	173
Rpp30	161	188	175	161
Rpp38	81	107	92	80
Rpp40	36	45	45	54
Rpph1	3	2	5	1
Rprd1a	597	632	744	585
Rprd1b	531	629	500	570
Rprd2	607	732	654	723
Rprl1	0	0	0	0
Rprl2	0	0	0	0
Rprl3	0	0	0	0
Rprm	0	2	1	0
Rprml	36	29	70	28
Rps10	4661	5585	7125	6237
Rps11	3999	5784	3022	6433
Rps12	8357	8910	18724	9927
Rps13	4390	4984	6867	5069
Rps14	9231	10105	18377	10725
Rps15	5709	6317	10798	6429
Rps15a	4003.43	4717.4	5767.09	5178.38
Rps15a-ps4	33.46	10.52	204.37	21.89
Rps15a-ps6	720.11	790.08	1331.54	908.73
Rps16	5731	6389	9422	7559
Rps17	3510.77	4570.59	4726.82	4772.42
Rps18	6862	8311	12036	9192
Rps19	5933.52	7085.51	6470.58	6747.3
Rps19-ps3	5.48	19.49	13.42	12.7
Rps19bp1	264	356	295	232
Rps2	16700.57	18385.68	38308.06	19294.74
Rps20	5882	6785	15081	7220
Rps21	2629	3261	4796	2959
Rps23	5928.06	7268.74	10669.06	8121.47
Rps24	7985	9154	11188	10172
Rps25	4537.86	5599.83	4987.85	6162.94
Rps26	4643.78	5339.81	10392.58	6197.58
Rps27	40.08	35.74	107.42	54.26
Rps27a	5852	6827	10800	7474
Rps27l	1295	1729	1389	1350
Rps27rt	2422.92	3212.26	2498.58	3771.74
Rps28	2637	3155	3117	3053
Rps29	2349	2913	3981	2685
Rps3	11295	12255	28825	13762
Rps3a1	15685	17558	32134	19316
Rps4l	611	803	910	636
Rps4x	10753	12223	17976	13779
Rps5	7540	7987	13458	9467
Rps6	13439	14980	22982	16806
Rps6ka1	212	232	209	156
Rps6ka2	158	200	310	223
Rps6ka3	3696	4898	3781	4038
Rps6ka4	636	762	1233	850
Rps6ka5	135	145	99	108
Rps6ka6	1	4	2	4
Rps6kb1	1286	1610	1164	1333
Rps6kb2	255	279	264	261
Rps6kc1	298	331	509	329
Rps6kl1	3	6	4	4
Rps7	8505	10528	12106	11863
Rps8	9783	10675	12738	12555
Rps9	11076	11565	25586	11921
Rpsa	15870	18758	28304	20812
Rptn	0	0	0	0
Rptor	1006	1277.99	1404.99	1237.99
Rptoros	0	1.01	1.01	2.01
Rpusd1	101	97	109	111
Rpusd2	102	114	104	109
Rpusd3	218	210	231	175
Rpusd4	221	248	300	195
Rqcd1	525	657	606	654
Rrad	17	19	34	33
Rraga	1311	1546	1546	1494
Rragb	0	1	0	0
Rragc	2833	3491	3191	2846
Rragd	128	152	117	89
Rras	1326	1392	2306	1592
Rras2	1896	2036	2829	2359
Rrbp1	7421	8292	9755	9158
Rreb1	2109	2498	1944	2152
Rrh	0	0	0	0
Rrm1	1252	1414	1436	1187
Rrm2	549	561	700	804
Rrm2b	390	407	328	362
Rrn3	1229	1461	1364	1309
Rrnad1	191.57	251.24	208.69	197.8
Rrp1	2801	2874	3493	2466
Rrp12	412	428	595	440
Rrp15	249	223	308	248
Rrp1b	206.91	251.86	363.93	363
Rrp36	329	382	464	294
Rrp7a	868.13	988.55	1316.49	945.14
Rrp8	432.26	511.33	489.35	531.75
Rrp9	216	249	396	229
Rrs1	845	958	1183	850
Rs1	0	1	0	0
Rsad1	465	539	581	513
Rsad2	40	131	46	37
Rsbn1	629.43	721.1	701.29	761.17
Rsbn1l	590.07	675.74	585.49	639.16
Rsc1a1	66.36	85.44	5.12	92.63
Rsf1	921	924	977	893
Rsf1os1	0	0	0	0
Rsg1	4	6	15	5
Rsl1	37.07	39.26	41.29	54.16
Rsl1d1	1563	1816	1802	1541
Rsl24d1	690	852	916	667
Rslcan18	38.68	44.4	32.8	40.57
Rsph1	0	1	1	11
Rsph14	0	0	0	0
Rsph3a	537.08	680.79	517.37	479.29
Rsph3b	610.92	780.21	595.63	589.71
Rsph4a	0	4	2	2
Rsph6a	0	0	0	0
Rsph9	30	27	42	23
Rspo1	1	1	4	2
Rspo2	6	11	9	9
Rspo3	49	56	44	59
Rspo4	0	3	0	0
Rspry1	605	769	849	725
Rsrc1	680	840	656	743
Rsrc2	944	1071	794	936
Rsrp1	2580	3169	2453	1932
Rsu1	903	1113	703	1210
Rtbdn	3	2	5	3
Rtca	567	736	812	582
Rtcb	1828	2014	2456	1891
Rtel1	259	294	308	269
Rtf1	839	985	923	861
Rtfdc1	2598	2837	2864	2088
Rtkn	208	212	350	225
Rtkn2	10	11	11	7
Rtl1	3.95	14.48	1.32	3.95
Rtn1	15	24	10	10
Rtn2	72	108	92	102
Rtn3	6274	8148	6483	6271
Rtn4	9004	11629	11541.99	9104.99
Rtn4ip1	991	1071	1023	743
Rtn4r	4	7	21	20
Rtn4rl1	522	596	429	441
Rtn4rl2	763	633	2417	1732
Rtp1	0	0	1	0
Rtp2	0	1	0	0
Rtp3	0	0	2	3
Rtp4	142	299	161	151
Rttn	72	78	83	75
Rubie	0	0	0	0
Rufy1	392	413	391	313
Rufy2	411.63	455.51	395.46	386.21
Rufy3	397	447	444	432
Rufy4	136	119	81	86
Rundc1	421.38	456.69	513.75	364.61
Rundc3a	187	236	209	139
Rundc3b	7	2	2	8
Runx1	273	259	698	844
Runx1t1	140	129	105	143
Runx2	403	446	509	598
Runx3	3	0	12	10
Rusc1	232	263	316	248
Rusc2	1233	1228	2017	1567
Ruvbl1	414	426	480	436
Ruvbl2	668	812	839	620
Rwdd1	876	1015	962	807
Rwdd2a	40	44	32	21
Rwdd2b	101	136	176	131
Rwdd3	43	47	49	51
Rwdd4a	567	749	619	594
Rxfp1	0	1	0	1
Rxfp2	0	0	1	3
Rxfp3	0	0	1	0
Rxfp4	0	0	0	0
Rxra	2299	2689	2680	2241
Rxrb	909	1014	1180	892
Rxrg	143	224	147	122
Rybp	423	567	380	435
Ryk	2090	2372	2624	2531
Ryr1	16	18	158	113
Ryr2	5	0	4	0
Ryr3	1	4	8	1
S100a1	2354	2754	2560	1912
S100a10	2263	2839	1997	2279
S100a11	3394	4330	2200	4551
S100a13	641	839	739	566
S100a14	7	1	84	34
S100a16	754	823	1380	713
S100a2	0	0	1	0
S100a3	4	6	2	1
S100a4	897	1156	662	665
S100a5	1	1	0	0
S100a6	8682	8864	15284	6590
S100a7a	10	10	4	14
S100a8	3	2	5	6
S100a9	0	0	0	0
S100b	33	52	24	11
S100g	7	4	5	1
S100pbp	123	147	121	131
S100z	0	0	0	0
S1pr1	105	162	153	203
S1pr2	328	405	530	440
S1pr3	1256	1358	1710	1735
S1pr4	2	1	2	3
S1pr5	1	0	1	2
Saa1	2	0	6	3
Saa2	1	2	10	3
Saa3	211	195	1492	793
Saa4	0	0	0	0
Saal1	207	194	296	239
Sac3d1	199	167	267	110
Sacm1l	2638	3134	2257	2662
Sacs	36	42	39	48
Sae1	1017	1125	1391	990
Safb	1874.63	1767.79	2210.76	1453.26
Safb2	1252.37	1362.21	1483.24	1092.74
Sag	3	1	2	0
Sall1	1	0	0	0
Sall2	186	222	211	201
Sall3	1	0	0	1
Sall4	1	0	2	0
Samd1	311	373	447	361
Samd10	39	31	29	22
Samd11	7.08	7.27	2.31	5.9
Samd12	0	0	1	0
Samd14	221	252	328	222
Samd15	0	4	0	6
Samd3	0	0	0	0
Samd4	799	786	870	985
Samd4b	1282	1350	1396	1504
Samd5	10	20	14	13
Samd7	1	0	1	0
Samd8	968	1112	1099	1133
Samd9l	811	1182	659	987
Samhd1	2369	2386	2608	2456
Samm50	3517	3990	4000	2661
Samsn1	13	15	15	17
Samt1	0	0	0	0
Samt2	0	0	0	0
Samt3	0	0	0	0
Samt4	0	0	0	0
Sap130	423	567	340	519
Sap18	233.67	298.1	299.37	246.31
Sap25	0	0	0	0
Sap30	168	131	259	185
Sap30bp	316	373	484	382
Sap30l	249	333	454	264
Sapcd1	0	1	1	0
Sapcd2	4	9	12	8
Sar1a	3401	4100	5101	4150
Sar1b	1582	2081	2039	1618
Saraf	3723	4437	5270	3193
Sardh	764	865	1117	772
Sarm1	13	8	2	4
Sarnp	598	797	802	588
Sars	3709	4178	5700	3978
Sars2	178	201	186	142
Sart1	1005.56	1047.43	1550.11	930.77
Sart3	583	594	843	497
Sash1	3814	4395	6043	4862
Sash3	24	19	22	22
Sass6	57.4	69.17	42.29	62.7
Sat1	3193	3412	4379	3363
Sat2	27	47	46	32
Satb1	38	37.15	53	51
Satb2	69	71	59	59
Satl1	0	0	0	0
Sav1	3845	4271	3901	4019
Saxo1	0	0	0	0
Saxo1os	0	0	0	0
Saxo2	11	3	14	12
Saysd1	105	89	160	126
Sbds	1344	1524	1578	1385
Sbf1	1448	1591	2226	1597
Sbf2	1469	1772	1636	1983
Sbk1	1538	2048	1083	936
Sbk2	3	2	15	9
Sbk3	2	1	8	2
Sbno1	2602	2898	2885	2643
Sbno2	1196	1208	3182	2589
Sbp	0	0	0	0
Sbpl	0	0	0	0
Sbsn	932	915	1448	1326
Sbspon	4	3	2	2
Sc5d	2334	3263	1589	2089
Scaf1	1840	2133	2385	1939
Scaf11	2260	2506	2400	2469
Scaf4	699	770	652	755
Scaf8	840	962	933	842
Scai	192	243	218	281
Scamp1	641	836	774	787
Scamp2	556	743	793	633
Scamp3	876.7	1352.39	913.41	1126.57
Scamp4	511	704	838	592
Scamp5	390	528	452	382
Scand1	593.92	736.91	1120.94	476.94
Scap	1061	1180	1525	1110
Scaper	326	346	352	407
Scara3	351	408	476	467
Scara5	4611	5201	4181	3105
Scarb1	2644	3390	3726	3667
Scarb2	2461	2890	3612	2802
Scarf1	76	88	124	70
Scarf2	432	554	714	480
Scarletltr	1	2	0	1
Scarna10	0	0	0	0
Scarna13	0	0	0	1
Scarna17	0	0	0	0
Scarna2	0	0	0	0
Scarna3a	3	0	0	0
Scarna3b	0	0	0	0
Scarna6	2	0	2	1
Scarna8	0	0	0	0
Scarna9	0	0	0	0
Sccpdh	436	571	530	367
Scd1	609542.23	663596.64	752547.81	708469.36
Scd2	55110.18	63228.73	63604.12	50284.75
Scd3	544.45	385.49	456.05	446.65
Scd4	9.15	8.14	4.02	12.21
Scel	8	6	18	34
Scfd1	876	1112	1002	1029
Scfd2	252	306	377	267
Scg2	9	29	10	7
Scg3	0	1	2	1
Scg5	0	0	0	0
Scgb1a1	2	5	5	3
Scgb1b19	0	0	0	0
Scgb1b2	0	0	0	0
Scgb1b20	0	0	0	0
Scgb1b24	0	0	0	0
Scgb1b27	0	0	0	0
Scgb1b29	0	0	0	0
Scgb1b3	0	0	0	0
Scgb1b30	1	0	0	0
Scgb1b7	0	0	0	0
Scgb1c1	0	1	0	0
Scgb2b12	0	0	0	0
Scgb2b15	0	0	0	0
Scgb2b17	0	0	0	0
Scgb2b19	0	0	0	0
Scgb2b2	0	0	0	0
Scgb2b20	0	0	0	0
Scgb2b23-ps	0	0	0	0
Scgb2b24	0	0	0	0
Scgb2b26	0	0	0	1
Scgb2b27	0	0	0	0
Scgb2b3	0	0	0	0
Scgb2b7	0	0	0	0
Scgb3a1	0	0	0	0
Scgb3a2	0	0	0	0
Scgn	0	0	0	0
Schip1	24	26	80	67
Scimp	0	0	1	0
Scin	2	14	3	5
Sclt1	177	201	214	203
Scly	444	501	540	504
Scmh1	229	256	235	303
Scml2	21	15	14	13
Scml4	14	22	3	3
Scn10a	0	0	0	0
Scn11a	0	0	0	0
Scn1a	1.03	1.02	0	0
Scn1b	386	432	620	422
Scn2a1	35.7	56.67	46	58.52
Scn2b	0	0	0	0
Scn3a	6.27	11.31	9	12.34
Scn3b	13	25	45	39
Scn4a	1	2	18	11
Scn4b	1	5	3	0
Scn5a	0	4	13	5
Scn7a	1612	1870	2219	2549
Scn8a	25	31	7	11
Scn9a	0	0	3	2.14
Scnm1	249	254	283	226
Scnn1a	10	21	9	17
Scnn1b	0	1	0	0
Scnn1g	1	0	0	0
Sco1	317	398	317	278
Sco2	215.59	301.77	131.96	164.43
Scoc	901	1038	853	919
Scp2	16170	19899	19430	14966
Scp2d1	0	0	0	0
Scpep1	4747.9	5728.83	6927.86	6518.86
Scpep1os	6.1	7.17	5.14	5.14
Scrg1	0	0	0	0
Scrib	421	430	658	488
Scrn1	65	86	64	54
Scrn2	73	70	97	68
Scrn3	373	453	347	320
Scrt1	2	0	5	2
Scrt2	0	0	0	0
Sct	6	4	6	4
Sctr	11	22	18	6
Scube1	0	1	0	3
Scube2	1	0	0	1
Scube3	1	3	1	0
Scx	2	5	10	8
Scyl1	1371.75	1479.67	1836.6	1415.46
Scyl2	525	641	472	659
Scyl3	367.32	465.15	493.6	481.24
Sdad1	661	680	827	731
Sdc1	1489	1912	2169	1980
Sdc2	1196	1412	1902	1776
Sdc3	1305	1318	2615	2554
Sdc4	4335	3920	10158	7019
Sdcbp	2616	3379	3246	3038
Sdcbp2	81	68	91	64
Sdccag3	649	807	639	710
Sdccag8	295	313	316	290
Sde2	567	595	795	555
Sdf2	954	1119	1414	941
Sdf2l1	178	203	389	239
Sdf4	4428	4989	5989	4492
Sdha	19771	20811	19208	14951
Sdhaf1	343	442	396	340
Sdhaf2	932	1120	972	895
Sdhaf3	68	68	44	70
Sdhaf4	205	272	318	211
Sdhb	5770	6758	7998	4336
Sdhc	4002	4582	6863	3235
Sdhd	6372	7419	5971	4824
Sdk1	232	218	477	513
Sdk2	1	0	2	7
Sdpr	14675	18069	12746	11767
Sdr16c5	0	0	0	0
Sdr16c6	0	0	0	0
Sdr39u1	620	591	642	557
Sdr42e1	258	237	253	214
Sdr9c7	0	0	0	0
Sds	4	8	2	1
Sdsl	74	91	162	86
Sebox	0	0	0	0
Sec1	10.81	7	16.31	10.52
Sec11a	1250	1368	2056	1190
Sec11c	308	368	341	301
Sec13	1084	1290	1346	1212
Sec14l1	1799	2102	2216	1812
Sec14l2	4	7	3	9
Sec14l3	0	0	0	0
Sec14l4	2	0	0	0
Sec14l5	0	0	0	0
Sec16a	2078	2486	2524	2797
Sec16b	292	407	370	430
Sec22a	282	344	340	322
Sec22b	2014	2164	3139	2254
Sec22c	192	235	237	203
Sec23a	1644	1890	2087	2410
Sec23b	699	794	854	908
Sec23ip	1320	1525	1461	1573
Sec24a	1036	1136	1022	1327
Sec24b	1967	2049	1789	1982
Sec24c	2119	2455	2460	2361
Sec24d	1639	2171	1939	2748
Sec31a	3953	4351	4494	4905
Sec31b	53	48	54	51
Sec61a1	2553	3275	3991	3578
Sec61a2	621	737	649	642
Sec61b	506	600	939	662
Sec61g	648	808	1394	826
Sec62	4076	4632	4192	4083
Sec63	2628	2928	3034	3020
Secisbp2	356	435	373	386
Secisbp2l	1658	1988	1835	1622
Sectm1a	0	3	14	10
Sectm1b	0	0	0	0
Seh1l	1358.58	1583.32	1505.64	1637.54
Sel1l	3680	4034	5007	4425
Sel1l2	0	0	0	0
Sel1l3	26	17	55	56
Sele	0	0	0	0
Selenbp1	3404.28	3275	4236.41	2961.41
Selenbp2	4.72	0	1.59	7.59
Selk	1294.65	1525.66	1612.87	1300.93
Sell	2	1	1	0
Selm	274	273	681	341
Selo	418.58	467.75	685.11	426.03
Selp	6	3	8	10
Selplg	47	61	60	89
Selt	3476	4002	3441	3396
Sema3a	130	196	117	112
Sema3b	222	248	381	254
Sema3c	384	519	431	591
Sema3d	13	15	19	23
Sema3e	266	241	267	236
Sema3f	93	126	207	195
Sema3g	968	796	1349	769
Sema4a	321	303	405	312
Sema4b	533.01	756	1036.97	853
Sema4c	240	279	586	362
Sema4d	9	14	33	24
Sema4f	3	5	7	8
Sema4g	66	55	53	66
Sema5a	88	128	143	178
Sema5b	3	4	2	6
Sema6a	12	12	22	20
Sema6b	238	268	717	518
Sema6c	64	81	122	88
Sema6d	639	714	924	1038
Sema7a	306	394	564	483
Senp1	252	280	285	314
Senp2	1003	1235	1261	1132
Senp3	974	1108	1278	1021
Senp5	988	1094	1254	1206
Senp6	1402	1499	1548	1420
Senp7	332	380	320	414
Senp8	129	161	120	112
Sep15	3519	4455	4296	4064
Sephs1	551	729	684	742
Sephs2	1768	2126	2093	1345
Sepn1	785	1061	1161	1246
Sepp1	23411	33355	25524	25690
Sepsecs	262	276	279	250
Sept1	36	35	44	30
Sept10	513	648	583	596
Sept11	1682	1893	1964	2068
Sept12	0	0	1	0
Sept14	4	6	4	5
Sept2	4449	5258	5442	5799
Sept3	5	2	13	10
Sept4	24	26	41	28
Sept5	548.41	572.6	756.65	615.1
Sept6	105	127	106	119
Sept7	2609	3340	2439	3255
Sept8	2269	2652	3149	3081
Sept9	3225	4430	3751	3379
Sepw1	816	868	1255	950
Serac1	198.87	246.71	225.91	240.05
Serbp1	5756	6752	6840	6013
Serf1	100	145	77	117
Serf2	5479.98	6519.07	9287.49	5045.69
Sergef	96	74	122	73
Serhl	1031.87	1127.45	1194.51	766.86
Serinc1	5642	6980	6745	6090
Serinc2	1	5	31	42
Serinc3	5775.8	6991	6447.7	6793.58
Serinc4	16.02	24.93	16.51	18.31
Serinc5	633	847	1032	943
Serp1	3251	3933	4934	3938
Serp2	6	7	7	5
Serpina10	0	0	0	0
Serpina11	0	0	0	0
Serpina12	1	1	2	2
Serpina1a	0	0	0	0
Serpina1b	0	0	0	0
Serpina1c	0	0	0	0
Serpina1d	0	0	0	0
Serpina1e	0	0	0	0
Serpina1f	0	0	0	0
Serpina3a	0	0	0	0
Serpina3b	0	0	0	1
Serpina3c	145.18	158.23	641.69	602.01
Serpina3f	9.47	15.29	44.54	41.34
Serpina3g	26.71	43.89	128.64	126.96
Serpina3h	16.84	24.81	74.33	87.92
Serpina3i	7.34	17.73	199.27	134.63
Serpina3j	0	0	0	0
Serpina3k	3.35	3.3	38.79	35.43
Serpina3m	617.47	521.47	5323.67	4481.67
Serpina3n	19589.64	18618.29	78904.08	84520.05
Serpina4-ps1	0	0	0	0
Serpina5	1	0	0	0
Serpina6	0	0	0	0
Serpina7	0	0	0	0
Serpina9	0	0	0	0
Serpinb10	0	0	7	2
Serpinb11	0	0	1	1
Serpinb12	0	0	0	0
Serpinb13	0	0	1	0
Serpinb1a	39	39	73	93
Serpinb1b	1	0	3	1
Serpinb1c	0	0	0	1
Serpinb2	10	15	78	109
Serpinb3a	0	0	0	0
Serpinb3b	0	0	0	0
Serpinb3c	0	0	0	0
Serpinb3d	0	0	0	0
Serpinb5	0	0	20	28
Serpinb6a	8149	8784	10939	9496
Serpinb6b	14	23	41	29
Serpinb6c	18	18	14	17
Serpinb6d	0	0	0	0
Serpinb6e	0	0	0	0
Serpinb7	2	2	0	2
Serpinb8	337	372	351	296
Serpinb9	310	391	333	356
Serpinb9b	52	74	23	18
Serpinb9c	2	2	0	2
Serpinb9d	0	0	0	0
Serpinb9e	13.87	3.85	9.8	7
Serpinb9f	2.13	5.15	6.5	6.3
Serpinb9g	0	0	7.7	4.7
Serpinc1	4	1	4	0
Serpind1	0	1	0	2
Serpine1	15553	13170	32821	38981
Serpine2	1230	1563	1205	1378
Serpine3	3	4	4	1
Serpinf1	17658	19733	21283	18460
Serpinf2	3	3	2	0
Serping1	4223	4453	7083	8179
Serpinh1	11830	13571	23977	20607
Serpini1	9	2	38	26
Serpini2	0	0	0	0
Sertad1	293	266	571	253
Sertad2	399	390	447	499
Sertad3	127	149	148	134
Sertad4	104	130	111	121
Sertm1	0	0	1	0
Sesn1	559	734	451	400
Sesn2	629	651	929	738
Sesn3	125	118	130	113
Sestd1	767	842	923	875
Set	2934	3465	4155	3108
Setbp1	284	338	384	430
Setd1a	965	1044	1089	989
Setd1b	536	593	496	603
Setd2	1489	1654	1303	1676
Setd3	2045	2177	2539	2056
Setd4	44	75	104	71
Setd5	2292	2366	2348	2810
Setd6	212	209	337	195
Setd7	1428	1646	1578	1593
Setd8	1720	2091	1621	1787
Setdb1	603	696	803.64	646.4
Setdb2	89	123	77	104
Setmar	30	48	34	45
Setx	1950	2060	2149	1961
Sez6	0	1	1	0
Sez6l	25	32	48	45
Sez6l2	26	28	32	30
Sf1	1760	1934	1878	1955
Sf3a1	780	858	903	782
Sf3a2	242	310	270	245
Sf3a3	441	506	560	480
Sf3b1	5459	5908	6946	5501
Sf3b2	3204	3317	4753	2806
Sf3b3	1865	2300	2643	2053
Sf3b4	400	513	481	455
Sf3b5	480	563	905	438
Sf3b6	293	379	347	359
Sfi1	187	213.3	227.32	194.33
Sfmbt1	491	556	450	441
Sfmbt2	14	21	20	21
Sfn	29	19	161	104
Sfpq	2229	2528	3305	2417
Sfr1	1409	1856	1627	1793
Sfrp1	1991	2261	2837	3066
Sfrp2	1379	1916	3900	3377
Sfrp4	4	5	14	11
Sfrp5	0	1	0	0
Sfswap	549	663	729	620
Sft2d1	798	1062	1269	770
Sft2d2	635	858	885	667
Sft2d3	138	182	223	145
Sfta2	0	0	0	0
Sftpa1	0	0	1	0
Sftpb	0	0	1	0
Sftpc	0	0	0	0
Sftpd	0	0	1	0
Sfxn1	5254	6197	5330	4681
Sfxn2	207	307	228	167
