"",gene_symbol,GSM2668081,GSM2668082,GSM2668083,GSM2668084,GSM2668085,GSM2668086,GSM2668087,GSM2668088,GSM2668089
ENSG00000077713,SLC25A43,496.2711,409.606,339.3063,423.1403,471.4799,501.0903,265.0057,179.4835,273.099
ENSG00000077721,UBE2A,1749.4814,1491.382,1516.9143,1110.4629,1405.0855,1440.0077,726.7681,659.4031,933.0355
ENSG00000077782,FGFR1,519.3697,499.2944,441.9355,257.0745,435.0765,461.6497,489.1466,483.0415,532.2184
ENSG00000077800,FKBP6,6.0914,8.4845,4.9453,2.0235,5.0757,11.208,2.0002,7.0344,3.0256
ENSG00000077935,SMC1B,1.0016,1.9939,0.9939,4.0211,3.9932,9.9825,2.0103,0,4.0019
ENSG00000077942,FBLN1,14756.8983,11510.6474,10470.2022,13913.542,12187.6882,10402.1218,9394.9825,8407.6997,9577.5081
ENSG00000077943,ITGA8,2.0101,0,1.9959,4.1024,3.0545,5.0231,5.1506,8.4118,3.3114
ENSG00000077984,CST7,0.9973,2.0087,0,0,0,0,1.9915,0,0
ENSG00000078018,MAP2,785.0414,674.8809,785.5437,295.3474,296.593,322.5151,174.8516,179.3904,233.0773
ENSG00000078043,PIAS2,376.5512,354.1569,352.934,189.5637,289.6786,346.3651,211.5098,285.095,258.8534
ENSG00000078053,AMPH,1.9981,0,0,0.9775,1.0152,0.9984,2.0088,1.0022,0
ENSG00000078061,ARAF,2234.7339,2042.2417,1936.7978,2101.0466,2066.8463,2364.5125,2024.4449,1868.6968,2073.3464
ENSG00000078070,MCCC1,334.4356,255.6581,271.8312,419.6963,444.79,448.7338,234.4076,226.3573,231.926
ENSG00000078081,LAMP3,63.0973,73.8286,86.357,28.3133,41.699,43.2611,53.25,69.4393,48.1568
ENSG00000078098,FAP,1083.9201,1077.0997,1534.1149,295.3515,426.4633,452.9593,169.6777,236.204,310.048
ENSG00000078114,NEBL,276.4517,186.4029,175.8807,131.8048,136.549,180.6666,39.1708,51.15,50.1549
ENSG00000078124,ACER3,618.3712,551.2879,566.6932,502.7414,700.8672,803.6526,1103.6738,1662.8591,1546.2381
ENSG00000078140,UBE2K,2783.6953,2245.1811,2122.2796,1905.2917,2491.7244,2589.3388,1767.0607,1549.9909,2007.0671
ENSG00000078142,PIK3C3,613.5176,533.9204,463.4079,314.2634,520.4423,557.9687,349.8196,423.4075,467.7604
ENSG00000078177,N4BP2,82.5709,52.5811,43.3019,31.3141,84.8678,65.6706,62.9464,108.0261,57.1729
ENSG00000078237,TIGAR,782.3561,790.009,727.8123,305.3697,538.6969,594.4707,334.5613,368.518,428.5391
ENSG00000078246,TULP3,640.7256,529.7337,445.8953,544.4456,738.9483,660.0432,574.3483,552.1526,626.2812
ENSG00000078269,SYNJ2,617.3156,444.3792,412.2192,519.8801,855.1678,864.3867,555.2218,498.527,665.7486
ENSG00000078295,ADCY2,8.4953,15.6705,15.8451,9.8988,6.8259,9.0302,29.0395,65.247,28.7179
ENSG00000078304,PPP2R5C,1445.6998,1266.3087,1110.8786,1391.8077,1736.2301,1599.23,864.5034,837.622,939.5389
ENSG00000078328,RBFOX1,0,0,0,0,0,0,0,0,1.0003
ENSG00000078369,GNB1,16539.3694,14065.0078,12161.9083,12604.9951,14366.6998,14556.1399,9602.7176,8232.5068,10860.5003
ENSG00000078399,HOXA9,208.6462,191.6339,133.758,265.1726,265.2109,249.2914,216.0193,169.3498,257.9359
ENSG00000078401,EDN1,424.2001,375.5216,325.3223,83.2096,100.9168,171.8716,208.5459,173.2345,211.079
ENSG00000078403,MLLT10,408.5032,350.3046,318.9516,339.2131,469.5436,481.5937,206.3301,220.2127,286.9868
ENSG00000078487,ZCWPW1,65.5167,65.4262,61.2126,84.4596,60.5222,55.8336,63.5791,69.9593,58.1355
ENSG00000078549,ADCYAP1R1,0,0.9961,0,1.0082,0,0,0,0,0
ENSG00000078579,FGF20,0,0,0,0,0,0,0,0,0
ENSG00000078589,P2RY10,0,0,0,0,0,0,0,0,0
ENSG00000078596,ITM2A,387.7476,357.271,344.5379,245.8685,351.2363,311.1632,161.069,199.1471,209.0551
ENSG00000078618,NRDC,3228.8113,2941.6417,2653.7476,3071.7151,3505.5778,3484.3311,2882.6918,2817.4277,3162.2203
ENSG00000078668,VDAC3,1393.4911,1247.8428,1323.9678,1329.6077,1690.0898,2071.5372,1599.5244,1479.9185,1902.4007
ENSG00000078674,PCM1,610.85,542.3907,455.3066,398.5099,666.7124,747.5987,468.8291,501.6011,498.3668
ENSG00000078687,TNRC6C,201.3487,190.565,191.8749,207.8632,256.4722,291.5844,515.1327,692.065,494.7266
ENSG00000078699,CBFA2T2,712.4924,538.9364,515.6889,717.1084,733.706,615.6585,365.6442,485.1697,402.103
ENSG00000078725,BRINP1,216.2818,257.2941,279.597,57.2743,71.8876,100.8403,76.3382,58.1311,91.0423
ENSG00000078747,ITCH,1123.8574,991.8019,897.3711,664.5058,1003.2065,943.8542,633.3825,632.2406,683.2734
ENSG00000078795,PKD2L2,11.57,9.521,4.8567,5.5608,9.2021,8.0373,18.1842,17.7288,9.8685
ENSG00000078804,TP53INP2,666.0763,607.9995,594.3791,246.3938,274.5067,306.4218,191.9773,194.4618,230.1138
ENSG00000078808,SDF4,13817.6642,12723.9684,11308.7488,10575.9798,10438.296,10987.76,8191.8398,6823.8461,8195.9054
ENSG00000078814,MYH7B,52.1138,55.9235,48.5321,73.5499,75.2293,51.1053,48.9953,101.938,53.8095
ENSG00000078898,BPIFB2,0,0,0,0,0,0,0,0,0
ENSG00000078900,TP73,161.2802,145.5458,113.7153,549.0463,480.166,687.7677,208.678,237.533,238.7262
ENSG00000078902,TOLLIP,6155.9925,5643.5827,5105.4731,5548.6775,5016.1723,5254.8372,3795.647,3470.803,3731.5069
ENSG00000078967,UBE2D4,176.7879,195.5207,237.3245,136.4632,147.2043,208.5039,257.1461,281.5968,291.9419
ENSG00000079101,CLUL1,5.1883,4.0514,9.3358,4.9935,2.0144,2.9977,12.2098,18.4576,11.0325
ENSG00000079102,RUNX1T1,0,0.9971,1.9893,0.9906,0.9994,0.9978,1.9885,2.0047,0
ENSG00000079112,CDH17,11.1826,1.0055,9.5734,7.8265,5.6407,3.1551,18.6898,46.2502,17.1796
ENSG00000079134,THOC1,178.8444,179.1066,181.2095,176.8412,229.0645,322.0799,256.4449,212.2844,281.284
ENSG00000079150,FKBP7,12.9461,23.0381,10.0588,10.9464,19.2301,32.2138,5.3583,13.374,3.0008
ENSG00000079156,OSBPL6,602.822,495.38,414.6641,695.3355,741.6512,731.439,532.1913,617.1557,611.6348
ENSG00000079215,SLC1A3,150.0821,167.827,189.2901,117.4441,174.7976,258.8154,319.1794,315.6277,359.1269
ENSG00000079246,XRCC5,4730.4366,3975.9691,3753.0533,3755.1024,5587.1843,6163.704,4663.0092,4391.2353,5193.6871
ENSG00000079257,LXN,143.7592,123.9303,163.925,93.6704,101.1075,120.1709,38.8711,38.9214,47.0019
ENSG00000079263,SP140,2.1823,3.9494,10.627,1.1372,0,2.4151,5.0464,4.9956,5.0502
ENSG00000079277,MKNK1,1562.31,1324.5372,1299.6841,1094.3306,1140.2213,1272.5619,927.6435,986.0394,968.6127
ENSG00000079308,TNS1,81.4919,92.6855,81.4125,46.3857,75.9037,68.8493,76.3198,98.4652,90.0761
ENSG00000079313,REXO1,3095.0079,2504.4827,2196.4866,2384.1528,2895.809,3344.373,2861.2487,2403.999,3006.2113
ENSG00000079332,SAR1A,2288.4105,2103.1285,1857.6335,1521.0783,1743.2987,1903.3962,1548.3933,1596.8202,1686.238
ENSG00000079335,CDC14A,52.063,56.8504,37.8219,21.0864,55.9164,40.9311,20.0915,16.0416,13.0064
ENSG00000079337,RAPGEF3,979.4839,850.7323,955.1351,955.1838,968.3251,675.8643,871.6774,891.9344,857.3468
ENSG00000079385,CEACAM1,876.8609,583.9333,533.193,727.9717,769.3642,432.2968,132.638,106.5253,108.7841
ENSG00000079387,SENP1,142.1944,124.5972,118.3195,159.9699,219.5996,270.4903,154.7843,121.9639,153.0742
ENSG00000079393,DUSP13,63.9272,55.1304,37.1111,100.6706,84.0762,50.1038,11.9411,12.989,10.9956
ENSG00000079432,CIC,7112.4412,6801.6006,5546.7012,4718.5486,6318.779,6576.8344,3772.7986,3321.34,4298.5896
ENSG00000079435,LIPE,236.0174,168.9287,135.9819,591.4851,430.5834,415.3481,551.4639,539.9813,619.8243
ENSG00000079459,FDFT1,10427.2497,8171.1381,7894.1675,12466.6107,12791.4612,12941.4911,9604.385,8637.3466,11463.9542
ENSG00000079462,PAFAH1B3,1832.2786,1731.7505,1590.6303,2333.0187,2266.6562,2519.4161,2777.1853,2627.0357,2700.3875
ENSG00000079482,OPHN1,240.1263,257.9972,298.7994,238.8508,245.1694,244.9654,331.0352,472.3895,331.4216
ENSG00000079557,AFM,0,0,0,0,0,0,0,0,0
ENSG00000079616,KIF22,1066.4295,891.0334,797.5855,2333.369,2625.95,3032.8904,3251.5341,3170.4855,3108.8222
ENSG00000079689,SCGN,0,1.0007,1.0018,0,0,1.0004,0,0,0
ENSG00000079691,CARMIL1,1529.2768,1314.3362,1037.105,898.7899,1315.2289,1513.8651,554.7316,409.8333,592.2809
ENSG00000079739,PGM1,8394.9741,7378.2901,5898.0732,5239.803,6159.7624,6156.47,2146.3879,1723.0103,2488.7233
ENSG00000079785,DDX1,1956.855,1783.123,1774.3865,1213.7706,1850.5876,2304.0393,1728.0795,1546.5514,2089.5695
ENSG00000079805,DNM2,8999.7052,7694.7716,6576.6739,7365.1936,7874.7632,8321.025,6426.2241,5834.1051,6734.4941
ENSG00000079819,EPB41L2,1386.2841,1285.2512,1045.6083,849.7779,1401.1498,1657.6506,685.4484,677.7922,870.6464
ENSG00000079841,RIMS1,7.5189,2.0169,5.1426,1.1131,0,1.5267,2.0212,5.468,6.0465
ENSG00000079931,MOXD1,201.1807,240.5554,245.9266,46.1697,77.9043,76.9509,102.4327,78.1686,110.0429
ENSG00000079950,STX7,795.4014,616.848,590.4512,460.7146,610.5441,642.2845,424.5525,458.6208,503.1296
ENSG00000079974,RABL2B,893.5567,812.612,755.109,805.6088,831.8378,934.044,492.201,523.551,534.7805
ENSG00000079999,KEAP1,2644.7324,2312.7941,2269.3181,3535.0357,2811.7038,2815.7549,3074.8868,2715.6369,3034.8482
ENSG00000080007,DDX43,5.7745,4.302,6.2889,2.0825,11.606,7.7622,13.1401,6.011,9.4164
ENSG00000080031,PTPRH,21.392,18.0163,11.1501,176.0691,113.4618,50.3984,6.18,19.4946,12.3798
ENSG00000080166,DCT,0,0,0,0,0,0,0,0,0
ENSG00000080189,SLC35C2,2090.786,1909.7453,1912.461,2472.8092,2333.2739,2291.4424,2199.3414,2084.2646,2284.6851
ENSG00000080200,CRYBG3,255.0843,214.9173,157.4047,65.6451,187.8071,207.0857,62.976,48.0542,58.7746
ENSG00000080224,EPHA6,0,0,0,0,0,0.9992,0,0,2.0005
ENSG00000080293,SCTR,1.1506,2.0141,4.3114,3.0521,0,2.631,28.639,31.9985,13.3708
ENSG00000080298,RFX3,44.0558,56.159,47.6343,26.1124,64.9581,48.9364,25.1526,39.167,23.0244
ENSG00000080345,RIF1,407.9451,374.2113,324.4496,285.7152,466.7125,581.3591,429.1519,475.8847,521.2859
ENSG00000080371,RAB21,1269.663,1201.4911,1142.2156,865.1006,1131.8257,1144.4029,752.7848,749.7371,856.1256
ENSG00000080493,SLC4A4,1.0006,0,0,1.0054,0,0,0,0,0
ENSG00000080503,SMARCA2,849.5683,830.5576,670.7566,745.6845,1114.9223,1202.7683,446.3313,472.8122,592.2897
ENSG00000080511,RDH8,0.993,0.9995,2.4862,0,2.0086,0,0.9847,5.9528,2.9838
ENSG00000080546,SESN1,270.3168,207.508,256.8517,286.2232,245.6646,261.5787,112.4188,123.2455,151.0657
ENSG00000080561,MID2,194.1331,155.7553,101.6202,192.804,217.8567,174.7988,84.3313,62.0785,89.0372
ENSG00000080572,PIH1D3,4.0548,3.0215,1.0238,0,1.3253,2.0089,2.0415,5.1715,9.1499
ENSG00000080573,COL5A3,2847.5426,2566.9933,1749.0987,1953.8119,2408.8435,2767.8007,519.0135,386.1366,590.3144
ENSG00000080603,SRCAP,2418.3883,1930.0077,1256.7532,1179.4205,2677.6292,2727.8896,420.1961,391.6469,587.9213
ENSG00000080608,PUM3,1001.6598,833.6026,832.926,935.0431,1152.8417,1412.7175,1278.5948,1202.3197,1319.3697
ENSG00000080618,CPB2,0,0,1.9997,0,0,0,0,0,1.0003
ENSG00000080644,CHRNA3,4.1473,6.9888,12.074,6.9725,3.0337,8.0446,4.0141,10.4368,9.1041
ENSG00000080709,KCNN2,1.0991,0,1.0371,1.0659,0,0,0,0,0
ENSG00000080802,CNOT4,413.8424,340.0818,330.0774,183.0634,343.9288,377.8764,235.3802,281.0237,274.0854
ENSG00000080815,PSEN1,2121.5802,1845.5735,1475.7267,1033.1426,1307.1467,1371.899,738.1138,630.5504,873.103
ENSG00000080819,CPOX,831.82,692.8461,572.308,595.7323,811.7473,818.8574,366.0163,232.3422,399.144
ENSG00000080822,CLDND1,464.1067,398.9758,323.3592,409.1088,538.6326,550.155,201.1606,205.9556,352.0502
ENSG00000080823,MOK,1189.6364,1199.333,1466.5097,905.5043,966.5569,1223.6318,2747.3541,2741.8745,2869.4067
ENSG00000080824,HSP90AA1,20897.5367,20271.3611,25046.5344,15139.1293,24291.4522,31408.1614,75988.9421,87967.1133,67275.4897
ENSG00000080839,RBL1,46.5391,51.5979,42.1178,50.7119,164.956,221.2288,280.7682,323.4851,245.3318
ENSG00000080845,DLGAP4,5549.8196,5021.7319,4615.0889,4440.3009,4399.5697,4201.9699,4061.0136,4080.3072,4241.402
ENSG00000080854,IGSF9B,137.112,72.9654,52.8009,162.5665,325.6986,308.6102,38.0825,33.0365,29.0086
ENSG00000080910,CFHR2,0,0,0,0,0,0,0,0,0
ENSG00000080947,CROCCP3,187.5323,133.9076,134.2256,161.6228,112.5028,125.0083,75.1346,116.3655,91.1639
ENSG00000080986,NDC80,36.6534,36.9678,40.6248,120.4004,244.987,248.9595,249.0264,282.2317,305.7238
ENSG00000081014,AP4E1,378.7398,354.1548,392.9395,236.6991,371.9005,404.361,403.7152,402.6402,499.402
ENSG00000081019,RSBN1,220.2559,208.4603,211.0489,250.0908,257.5912,262.6156,666.4417,862.6138,564.2407
ENSG00000081026,MAGI3,172.3402,126.7937,90.6624,170.0364,242.5577,228.8198,87.5287,123.3285,103.0645
ENSG00000081041,CXCL2,217.3303,154.4436,104.2594,141.692,156.6578,153.0352,93.7963,80.1655,115.6451
ENSG00000081051,AFP,1.9911,9.0721,4.0678,0,1.0112,3.0133,4.95,0,0
ENSG00000081052,COL4A4,2.0044,3.9827,1.9837,7.0512,6.9834,1.995,6.0387,3.0097,10.0056
ENSG00000081059,TCF7,509.3282,563.3149,552.5469,353.8918,518.4512,530.9875,339.1259,363.4981,306.5675
ENSG00000081087,OSTM1,748.0311,663.9495,656.1808,321.9252,453.3284,480.5786,336.6937,321.5475,411.991
ENSG00000081138,CDH7,8.9154,9.145,8.2947,6.3739,2.0401,4.2649,20.5603,43.1748,15.8493
ENSG00000081148,IMPG2,4.0233,7.0124,15.5407,0,9.046,6.4293,10.5262,13.095,10.2253
ENSG00000081154,PCNP,932.0179,835.4343,719.9857,974.805,1236.3469,1120.485,644.4606,560.8181,868.3287
ENSG00000081177,EXD2,1090.3589,951.0269,781.1489,601.9851,816.8768,870.7551,329.1136,239.4449,359.5519
ENSG00000081181,ARG2,28.4032,24.0322,20.9485,274.6529,136.8176,113.8929,163.9352,121.9025,189.3264
ENSG00000081189,MEF2C,11.0149,7.0817,4.0033,6.0045,17.0254,12.0126,23.9936,26.959,17.9952
ENSG00000081237,PTPRC,0,1.001,1.526,0,0,1.0381,0,1.3193,1.3585
ENSG00000081248,CACNA1S,0,0,1.9856,0,0,0.9978,0,0,0
ENSG00000081277,PKP1,34832.5198,24361.4171,16464.5575,38916.1556,40402.9005,38786.0055,15729.2884,14728.869,16810.7771
ENSG00000081307,UBA5,660.5498,542.9484,467.1976,551.7567,739.9649,872.8838,420.8503,355.4297,526.2607
ENSG00000081320,STK17B,125.9995,69.3471,52.458,264.2219,301.4296,228.6206,102.7968,96.4989,128.7976
ENSG00000081377,CDC14B,263.6095,250.8086,206.3569,194.9875,274.0989,245.3302,119.1548,156.3472,151.3292
ENSG00000081386,ZNF510,61.0075,82.9164,44.7115,61.9769,68.9438,110.8889,28.0853,25.056,47.0148
ENSG00000081479,LRP2,13.0308,9.954,14.8698,5.0387,5.985,8.9762,11.0766,25.124,17.0113
ENSG00000081665,ZNF506,245.5589,299.1706,278.0663,190.3709,182.8868,202.9209,223.8663,293.2799,245.0743
ENSG00000081692,JMJD4,1775.908,1476.3658,1443.3669,1558.4667,1558.7103,1815.2756,2331.7239,2410.8219,2116.7958
ENSG00000081721,DUSP12,296.7021,286.1262,234.5958,291.401,334.1289,428.9739,284.1147,275.817,362.0218
ENSG00000081760,AACS,3929.4807,3260.7583,2904.8636,3023.8823,3170.5178,3322.9757,2853.3109,2610.2427,3236.8435
ENSG00000081791,KIAA0141,1385.7299,1138.5009,1061.2889,1543.5169,1428.8695,1396.9977,802.1018,717.3856,924.2466
ENSG00000081800,SLC13A1,2.0725,0,2.1026,0,0,0,1.0041,3.174,0
ENSG00000081803,CADPS2,42.0662,41.8586,58.6869,33.1886,57.8945,44.9165,38.1606,32.0618,58.0272
ENSG00000081818,PCDHB4,35.9141,55.0349,27.4609,24.2028,24.5735,24.0815,4.0124,5.0659,1.2834
ENSG00000081842,PCDHA6,26.9967,32.5923,16.3599,1.2744,4.9921,2.9952,0,1.0023,0
ENSG00000081853,PCDHGA2,122.5568,93.0626,88.7716,44.864,98.8001,79.8643,7.8146,0,8.0462
ENSG00000081870,HSPB11,201.8459,166.7281,180.4873,183.9159,236.1585,282.3972,220.4359,199.8131,277.7884
ENSG00000081913,PHLPP1,697.4756,569.2559,473.6103,520.2012,688.2899,804.3193,423.1693,428.9159,473.3932
ENSG00000081923,ATP8B1,330.3641,240.0284,258.1644,314.8641,369.1484,405.7527,270.7235,272.9293,326.8959
ENSG00000081985,IL12RB2,12.0133,5.9838,13.9704,8.0048,13.9755,4.9955,19.0698,18.1585,15.0026
ENSG00000082014,SMARCD3,461.5082,492.8902,391.028,705.3447,608.8089,464.6912,198.2846,258.3242,250.5871
ENSG00000082068,WDR70,452.6928,432.1349,455.4931,481.5102,475.6933,520.855,733.6073,947.264,678.8545
ENSG00000082074,FYB,476.5486,600.5283,1042.3391,73.2899,159.7866,215.7274,107.4222,163.3266,138.0588
ENSG00000082126,MPP4,3.0098,6.062,5.9978,4.4992,3.1398,4.3222,8.4847,12.0056,14.2135
ENSG00000082146,STRADB,97.9179,76.2449,86.0004,86.9774,120.0762,160.2092,48.5694,42.0166,107.0134
ENSG00000082153,BZW1,4415.2982,3616.2702,3050.1526,2658.9944,3990.7024,4126.835,2587.065,2310.4309,2983.2593
ENSG00000082175,PGR,24.0474,27.9179,24.8729,8.0525,8.9819,18.9793,17.1031,18.0544,29.0104
ENSG00000082196,C1QTNF3,12.9753,15.0459,17.4112,19.8733,16.1394,9.128,5.0075,2.4826,5.7141
ENSG00000082212,ME2,738.2159,620.2256,482.115,836.0855,970.4482,884.3367,390.4517,405.5961,460.7134
ENSG00000082213,C5orf22,133.0586,120.965,106.2994,115.3001,154.0158,161.9107,75.4285,55.1113,87.3071
ENSG00000082258,CCNT2,376.2163,284.0551,211.6789,211.2847,305.0172,327.3458,112.6336,109.3045,153.1341
ENSG00000082269,FAM135A,345.204,242.855,154.004,272.8993,355.8972,314.9157,111.7912,135.8691,115.6775
ENSG00000082293,COL19A1,3.1198,4.7914,6.2874,0,4.9956,2.0691,3.0073,8.0084,8.0006
ENSG00000082397,EPB41L3,29.9749,35.0304,18.9749,7.0058,32.0066,15.0701,19.0512,39.1548,27.0116
ENSG00000082438,COBLL1,415.7623,317.419,303.7515,360.7177,510.5072,456.5753,176.1056,152.1382,193.4718
ENSG00000082458,DLG3,661.0953,506.3147,445.1297,671.931,693.7855,683.6998,572.1208,532.4457,665.3395
ENSG00000082482,KCNK2,0,3.0009,0.9948,1.9915,4.9979,4.0145,3.1454,4.0305,1.0003
ENSG00000082497,SERTAD4,13.2064,14.5383,15.3954,16.6169,27.5746,44.5271,114.9367,115.3039,115.6929
ENSG00000082512,TRAF5,185.8801,119.5406,105.7628,95.4609,109.8738,87.5219,107.3382,141.3468,119.432
ENSG00000082515,MRPL22,449.3872,409.2556,414.2991,594.4891,610.3661,644.1045,724.8452,775.5336,820.6014
ENSG00000082516,GEMIN5,678.1446,610.8944,487.7921,522.0747,710.5387,935.0383,456.2625,360.8654,522.2465
ENSG00000082556,OPRK1,0,2.9942,2.008,0,0,0,3.0683,13.4128,0
ENSG00000082641,NFE2L1,40043.5341,34500.7035,27425.0751,24063.5418,25208.2302,23354.9387,9407.6652,7676.5608,9619.8178
ENSG00000082684,SEMA5B,137.239,79.7192,62.6223,324.7484,140.7609,125.7771,38.1201,49.0729,53.02
ENSG00000082701,GSK3B,2167.9352,1685.0025,1296.3231,1125.2679,1814.477,1859.7636,1259.8636,1270.0215,1493.3714
ENSG00000082781,ITGB5,12579.9362,10894.8449,8785.1405,11938.3813,12298.5329,10591.3053,7043.5799,6135.0234,8051.1384
ENSG00000082805,ERC1,1855.0475,1639.4536,1274.6185,868.4784,1299.8229,1307.1183,736.7419,670.3818,784.6855
ENSG00000082898,XPO1,1723.7961,1290.8582,1053.0969,1506.3019,2295.7164,2214.8907,969.3297,910.5848,1204.727
ENSG00000082929,LINC01587,2.9817,10.1177,13.2056,0,1.0089,1.0081,2.9611,6.9625,5.9902
ENSG00000082996,RNF13,442.3653,394.3565,385.5724,331.9255,431.5797,377.6399,174.587,150.2157,244.0668
ENSG00000083067,TRPM3,10.1292,5.9966,7.9809,6.1102,3.035,2.0297,6.2258,19.3763,9.7583
ENSG00000083093,PALB2,205.2294,208.4742,171.5111,160.8225,258.6092,285.6079,165.5223,133.182,200.0725
ENSG00000083097,DOPEY1,342.812,319.5978,310.8534,199.2542,267.0354,302.4486,94.4608,65.2702,112.6266
ENSG00000083099,LYRM2,559.0813,508.1087,606.8,368.1608,495.6243,629.7226,1004.5199,1264.5786,915.7738
ENSG00000083123,BCKDHB,279.6283,255.406,203.2845,205.9242,273.189,283.7722,113.129,111.7111,130.109
ENSG00000083168,KAT6A,793.4076,684.1506,544.3484,598.8906,955.0759,993.5081,656.6646,599.1226,686.6702
ENSG00000083223,ZCCHC6,687.0409,498.472,392.923,528.8488,719.6532,610.8904,192.9072,160.3049,247.1129
ENSG00000083290,ULK2,546.5666,385.7234,364.7886,549.1007,446.1647,388.0031,327.5055,323.0246,368.17
ENSG00000083307,GRHL2,772.4132,633.6731,516.4851,713.4475,739.5137,922.0566,478.8508,342.9687,570.3721
ENSG00000083312,TNPO1,1784.7407,1500.4647,1425.4124,1083.9788,1585.6053,1731.3239,1550.4751,1786.2995,1802.8059
ENSG00000083444,PLOD1,19777.5051,19143.8963,15466.3932,8532.3925,11339.9342,12136.2816,6827.3892,6244.6321,7157.3668
ENSG00000083454,P2RX5,273.284,267.0726,254.0766,227.4633,146.6115,139.1315,126.5766,92.3858,113.8765
ENSG00000083457,ITGAE,266.2012,238.2463,288.9545,174.5853,225.9574,332.7027,371.0076,430.7409,466.6346
ENSG00000083520,DIS3,853.2464,672.3552,511.1384,541.2964,783.1877,857.7386,689.3214,837.1361,687.7496
ENSG00000083535,PIBF1,68.0868,49.9453,47.7839,78.2909,105.8641,86.9266,36.1585,25.0294,38.9596
ENSG00000083544,TDRD3,148.9322,124.3513,124.4046,187.7299,178.7641,209.748,196.4725,207.8484,227.057
ENSG00000083635,NUFIP1,153.2168,165.5119,125.3004,130.6674,190.6686,241.5901,169.7948,194.4632,198.0942
ENSG00000083642,PDS5B,193.627,161.1339,152.1796,189.3733,278.9412,316.3286,358.2751,581.8128,377.4066
ENSG00000083720,OXCT1,660.7858,495.4101,407.0198,799.8362,984.7945,1118.5149,533.9545,426.2325,607.0914
ENSG00000083750,RRAGB,172.0367,163.9409,165.0359,141.217,122.9925,148.0097,46.0723,42.9936,52.981
ENSG00000083782,EPYC,0,0,0,0,0,0,0,0,0
ENSG00000083799,CYLD,644.7465,603.5265,548.4605,349.082,580.2058,464.0081,344.8108,358.7465,370.3338
ENSG00000083807,SLC27A5,274.0087,228.8576,195.2681,460.8992,343.1452,309.4219,607.2188,717.1113,637.6529
ENSG00000083812,ZNF324,1156.9389,1059.2534,918.0652,586.4724,659.0916,846.9243,662.0248,691.6068,749.1858
ENSG00000083814,ZNF671,216.0891,221.6506,197.7499,92.1842,149.8968,156.821,113.4072,85.1177,100.0404
ENSG00000083817,ZNF416,187.4495,130.7229,133.4973,67.257,102.8714,130.6677,59.2165,70.1312,57.0243
ENSG00000083828,ZNF586,63.6903,79.1439,71.5225,66.4943,88.7294,74.2129,38.9066,45.554,55.5372
ENSG00000083838,ZNF446,362.0386,337.5959,273.491,490.263,390.5925,401.4039,333.1574,305.6607,311.5101
ENSG00000083844,ZNF264,411.9666,453.9638,539.9371,428.1844,458.5678,403.9788,357.6559,671.6936,612.9027
ENSG00000083845,RPS5,22305.0305,21252.3727,21268.829,30791.0918,27196.6579,28411.486,35976.6368,35445.7465,34935.004
ENSG00000083857,FAT1,25939.7939,21460.4995,15997.9864,7161.4252,14524.4718,14299.3999,4550.6745,3213.887,5462.964
ENSG00000083896,YTHDC1,698.3371,651.3995,619.4111,589.2744,736.2064,816.5793,1017.7401,1141.9657,1047.2408
ENSG00000083937,CHMP2B,623.6729,524.3813,578.3306,476.8695,574.021,633.1394,370.8832,329.4208,435.1575
ENSG00000084070,SMAP2,987.1559,889.7993,691.8798,772.4242,1000.5546,1188.3215,648.6531,562.1598,680.3029
ENSG00000084072,PPIE,1068.5033,952.7664,959.6341,1311.9279,1300.7673,1312.1376,1537.838,1591.8884,1553.4967
ENSG00000084073,ZMPSTE24,1143.3633,1077.4904,983.5853,325.4529,785.3195,971.6834,540.6759,424.1507,658.2433
ENSG00000084090,STARD7,2629.1547,2380.0608,2357.7844,2357.5468,3123.129,3482.8747,2889.9877,2983.8196,3148.3802
ENSG00000084092,NOA1,1154.0854,954.8341,754.6582,1765.9621,1499.407,1438.9148,557.6131,418.5878,587.1687
ENSG00000084093,REST,842.5322,782.897,738.6344,431.9161,584.7764,667.4843,753.5702,1074.2952,895.4825
ENSG00000084110,HAL,12.0052,6.0163,8.9802,2.008,7.0116,14.0257,2.0099,6.0139,12.9963
ENSG00000084112,SSH1,3250.4437,2558.2455,2151.1418,2194.9049,2736.5045,2581.7469,1466.0213,1363.2398,1723.1151
ENSG00000084207,GSTP1,63127.6687,56431.9533,57709.7727,76192.2119,63778.9141,59219.06,63024.6683,63954.7161,63359.0986
ENSG00000084234,APLP2,29353.7689,26662.4802,21821.316,18453.3912,22902.4445,21977.1927,8958.3345,7739.9938,10116.918
ENSG00000084444,FAM234B,197.4282,162.7465,140.8574,178.871,213.2173,239.406,66.29,83.0615,86.334
