	Pro_1	Pro_2	Pro_3	Sen_1	Sen_2	Sen_3
NM_001282697	628.1	520.22	246.78	767.5	807	763.91
NM_001282698	0	0	0	0	0	0
NM_001282699	0	0	0	0	0	0
NM_001282700	0	0	116.43	0	0	0
NM_001282701	0	0	0	0	0	0
NM_001282702	0	0	0	0	0	0
NM_001282703	0	0	0	0	0	0
NM_031453	0	0	0	0	0	0
NM_001177996	15.76	0	0	29.17	50.99	19.91
NM_001177997	0	0	0	0	64.69	71.24
NM_144671	190.24	172	113	427.83	306.32	248.85
NM_001002034	650	668	501	270	193	183
NM_001042353	49.38	57.61	53	41.14	32.92	32.76
NM_001289145	0	0	0	0	0	0
NM_001289146	0	0	0	0	0	16.82
NM_001289147	7.62	12.39	0	14.86	21.08	10.41
NM_031424	0	0	0	0	0	0
NM_207121	0	0	0	0	0	0
NM_147189	42	53	39	57	61	47
NM_001077710	0	0	0	0	0	0
NM_024869	0	0	0	0	0	0
NM_001142519	47.88	0	40.46	54.44	0	59.46
NM_001142520	293.45	259.83	162.54	93.58	207.61	126.17
NM_001142521	0	0	0	0.1	0	0
NM_022074	49.01	255.17	132	171.87	73.39	60.37
NM_198847	103.66	0	0	0	0	0
NM_001142703	0	0.01	0	0	0	0
NM_001142704	0	0	0	0	3	5
NM_198947	71	122.99	72	5	0	0
NM_138389	3112.37	3708.63	2602.37	2736.2	2151.52	2639.8
NR_033290	1077.63	1290.37	774.63	408.8	596.48	275.2
NM_018691	419	491	303	321	295	258
NM_030802	32	26	28	17	15	12
NM_173511	187	235	195	157	106	90
NM_001104595	0	0	0	0	0	0
NM_017911	447	384	267	321	201	183
NM_024556	185	190	156	307	280	261
NM_001286722	922.52	641.19	248.76	779.5	545.96	865.85
NM_001286723	35.56	46.12	30.74	57.16	24.49	38.12
NM_001286724	16.81	7.77	8.97	1.71	3.45	5.4
NM_014612	2057.66	2624.39	1976.7	3087.53	2925.6	2453.57
NM_198841	340.46	339.52	271.83	271.1	322.5	250.07
NM_001286379	0	0	0	12.44	0	13.59
NM_001286380	0	0	0	0	0	0
NM_001286381	4.21	0	0	0	0	0
NM_032448	625.79	694	465	897.56	806	665.41
NM_001300788	55.13	109.77	54.97	0	0	38.18
NM_017848	189.04	158.7	93.21	117.24	108.66	62.11
NM_198456	8.83	11.54	9.82	14.76	7.34	13.72
NM_138333	298	335	224	227	232	173
NM_001166599	223.91	199.35	120.1	199.38	153.3	143.3
NM_001166600	0	0	0	0	0	0
NM_001170756	0	35.87	18.69	77.1	36.62	47.03
NM_001170757	30.09	36.34	0	39.52	15.7	34.34
NM_145284	0	0.44	60.2	0	73.38	42.31
NM_001170779	0	0	0	5.04	0	2.95
NM_001170780	4.62	6.59	4.94	5.32	2.46	1.64
NM_001170781	17.59	21.41	14.88	6.8	17.11	8.72
NM_001170782	0	0	0	0	0	1.73
NM_001170783	0	0	0	0	0	0
NM_001170784	3.38	0	0	1.83	0	0
NM_138819	3.41	0	5.18	0	6.43	2.97
NM_001242312	70	126	83	2	0	3
NM_145019	0	0	0	0	0	0
NM_001122779	0	0	0	0	1	0
NM_024785	0	0	0	0	0	0
NM_032581	1340	1520	1065	1470	1213	1167
NM_173822	368	399	274	492	459	440
NM_001078171	3565.74	3786.54	2461.86	3312.3	3049.13	2904.13
NM_001078172	416.94	470.48	335.18	410.04	414.1	372.48
NM_001134321	72.9	98.98	104.21	61.89	66.56	64.04
NM_001078173	671.41	778	505.75	325.77	281.2	225.35
NM_052966	2570	2876	2129	247	814	337
NM_001035534	4445.09	4135.63	2834.55	8151.19	7047.22	6084.83
NM_022833	4584.91	5826.37	4172.45	7201.81	5881.78	7115.17
NM_001098524	6.92	5	4	0	1	0
NM_173544	4.08	0	0	2	0	0
NM_001171093	180.11	131.38	76.14	374.54	380.83	363.47
NM_144635	19.89	59.41	32.59	94.86	68.17	110
NM_001031690	0	0	0	0	0	0
NM_001278297	0	0	0	25	27	0
NM_014690	28	41	36	0	0	31
NM_182623	1	2	8	6	5	2
NM_001014980	11	7	4	6	3	1
NM_001291832	72	87	57	12	18	17
NM_001171109	0	0	0	0	0	0
NM_001171110	0	0	0	0	0	0
NM_001171111	0	0	0	0	0	0
NM_173698	0	0	0	0	0	0
NM_001040057	13.87	0	36.27	0	15.49	0
NM_001288584	12.51	35.02	0	10.48	0	18.04
NM_152789	170.71	76.83	126.48	106.66	123.05	98.76
NR_109929	73.9	81.5	38.11	0	22.97	0
NR_027508	0	1.12	0	0	0	0
NR_034169	108.01	188.54	95.14	228.87	120.48	132.21
NM_024293	1680	1670	1244	1356	1364	1103
NM_001034850	0	0	0	0	0	0
NM_019000	2	1	1	1	0	0
NM_178126	678	737	539	969	977	850.43
NR_026697	0	0	0	0	0	0
NM_001105531	58.11	75.7	34.65	81.41	116.03	101.67
NM_001162529	79.62	65.93	52.63	68.13	13.73	29.97
NM_020819	89.27	111.37	85.72	58.46	65.24	13.35
NM_015912	0	0	0	0	0	0
NM_032822	386	374	287	546	486	410
NR_026818	0	0	0.25	0	0	0
NR_026818_1	0	0	0.25	0	0	0
NR_026821	2	2	0.25	0	0	0
NR_026822	0	0	0.25	0	0	0
NR_026823	0	0	0	0	0	0
NR_026819	2	0	1.5	2	0	0
NR_026820	0	0	0.25	0	0	0
NR_026820_1	0	0	0.25	0	0	0
NM_001015045	118.35	0	0	1.32	174.21	14.01
NM_001265578	0	43.49	0	138.22	0	74.59
NM_001265579	162.33	265.3	260.64	233.09	84.35	197.49
NM_001265580	0	0	0	0.4	0	0
NM_014883	385.55	308.85	222.36	149.57	123.6	119.52
NR_002806	2.77	5.36	0	1.4	2.84	1.39
NM_001101800	0	43.05	0	3.2	0	0
NM_001101801	270.38	272.21	216.85	80.97	13.43	28.72
NM_016603	629.62	652.74	494.15	223.83	309.27	139.28
NM_001001971	20.08	0	19.08	1	0	0
NM_001143773	0	0	10.26	0	0	0
NM_001166698	0	0	13.66	0	0	0
NM_198215	44.92	52	0	0	0	0
NM_001006655	0	3	0	0	0	3
NM_015398	2	0	0	3	0	0
NM_173348	266.69	312.82	239.92	186.97	184.62	173.94
NM_207413	104	123	85	3	0	1
NM_001002919	0	1	1	0	0	0
NM_176782	0	0	0	0	1.47	0
NM_205548	45	44	31	24	18	20
NM_173663	0	0	0	0	0	0
NM_001265615	0	0	0	0	0	0
NR_038353	0	1	0	0	0	0
NM_001080396	919	1012	768	1172	1014	1002
NR_046848	2	2	1	3	1	2
NM_015686	0	0	0	0	0	0
NM_001242489	0	0	0	0	0	0
NM_001242490	124.87	165.83	30.69	176.53	10.68	0
NM_001242491	19.8	11.7	15.11	0	16.07	0
NM_001242491_1	19.8	11.7	15.11	0	16.07	0
NM_001242492	0	0	4.81	0	0	12.16
NM_001242493	92.81	81.22	0	106.15	39.55	116.46
NM_001242494	0	15.69	13.68	0	31.37	0
NM_001242495	0	0	0	0	0	0
NM_001242496	103.25	62.46	107.03	0.06	5.42	34.48
NM_001242497	0	0	0	0	0	0
NM_014138	114.51	0	71.56	68.27	51.39	80.9
NM_001099684	5.47	14.19	0	0	25.23	0
NM_001099684_1	5.47	14.19	0	0	25.23	0
NM_001145248	0	0	0	0	0	0
NM_001145249	3	2	1	1	1	1
NR_126161	0	0	0	0	0	0
NM_001042693	0	0	0	0	0	0
NM_001164442	0	0	0	0	0	0
NM_001109977	1	0	0	0	0	0
NM_001098794	170.12	127.25	106.82	211.84	182.09	133.32
NM_032127	84.88	99.75	34.18	141.16	112.91	110.68
NM_001135051	0	0	0	0	0	0
NM_020940	531	545	382	484	412	349
NM_022749	1001	1001	693	747	674	554
NM_001201543	0	22.54	0	0	11.31	0
NM_032180	0	49.46	0	37	21.69	31
NR_037710	59	0	44	0	0	0
NM_152445	111.61	120.06	114.37	48.96	84.33	52.19
NM_014367	243	216	174	1152	755	947
NM_001085480	80	80	83	17	10	20
NM_173509	0	0	0	0	0	0
NM_001080515	0	0	0	0	0	0
NM_001001710	2.07	0	0	4.12	3.09	2.06
NM_001099951	4	1	0	1	1	0
NM_001164310	0	0	0	0	0	0
NM_001287238	0	0	0	0	0	0
NM_001287239	0	0	0	0	0	0
NM_053279	355	503	348	678	562	564
NR_026814	0	0	0	0	0	0
NM_032648	6	2	5	2	1	4
NM_001286050	0	0	0	0	0	77.85
NM_001286051	122.84	0	0	185.31	64.95	2.16
NM_015159	974.16	1195	910	1200.69	1042.05	1091
NM_001009993	3032	3279	2341	3436	3196	2889
NM_015566	0	0	8	8	0	0
NR_046462	10	13	0	0	8	2
NM_182562	0	0	0	0	0	0
NM_001163991	0	0	0	0	0	0
NM_182761	0	0	0	0	0	0
NM_001164484	0	0	0	0	0	0
NR_038973	0	0	0	0	0	0
NM_001010924	849	969	651	735	758	587
NM_198475	358	318	193	178	132	147
NM_177454	257	343	221	429	316	317
NM_001163417	152.51	147.31	192.59	267.52	141.94	129.56
NM_001163418	0	0	0	0	0	0
NM_032042	173.13	213.13	134.73	92.31	187.59	175.44
NR_028080	21.76	12.19	0	23.85	32.93	0
NR_036433	0	0	0	0	2	2
NM_001271285	21.21	56.06	31.7	25.25	18.45	22.88
NM_023933	282.79	226.94	174.3	285.75	217.55	209.12
NM_001258388	0	0	25.58	17.16	0	0
NM_001258389	0	0	0	0	0	0
NM_199133	161.41	198	111.42	96.02	135	120
NR_047668	12.59	0	0	0	0	0
NR_047669	0	0	0	8.82	0	0
NR_047670	0	0	0	0	0	0
NM_198507	266	246	169	258	231	222
NM_207446	4	1	1	3	8	1
NM_139076	256.07	254.57	178.08	137.68	141.65	118.08
NM_032182	392	403	262	411	368	311
NM_001079519	13.93	12.9	7.17	0	0	0
NM_001289022	226.14	120.77	104.49	304.77	265.41	253.19
NM_173607	741.93	942.04	576.34	861.93	904.07	777.81
NM_207468	0	0	0	0	0	0
NM_001136123	0	0	0	0	10.92	29.3
NM_001243770	16.81	12.07	6.33	9.04	4.71	4.75
NM_018121	669.19	636.93	458.67	589.96	533.37	433.95
NM_001122646	0	0	0	0	0	0
NM_001172667	0	0	0	0	0	0
NM_016490	0	0	0	0	0	0
NM_199280	3	3	1	0	2	0
NM_001308120	369	279.57	299	241.1	214.58	256
NM_015091	0	72.43	0	0	0	0
NR_131765	0	0	0	61.9	66.42	0
NM_205855	4	4	0	11	2	3
NM_001164379	0	1	0	0	1	0
NM_001207071	0	0	0	0	0	0
NM_001207072	0	0	0	0	0	0
NM_001207073	0	0	0	0	0	0
NM_001207074	0	0	0	0	0	0
NM_138344	0	0	0	0	0	0
NR_027004	0	0	0	0	0	0
NM_175885	1	0	0	0	0	0
NR_026713	3	0	0	0	0	0
NR_026714	0	2.41	0	0	0	0
NR_027061	0	0.59	1	0	0	0
NM_001101376	0	0	1	0	0	0
NR_028347	0	0	0	0	0	0
NR_024473	0	0	0	0	0	0
NM_001100411	0	0	0	0	0	0
NM_001288576	1	0	0	2	0	2
NM_024581	0	0	0	0	0	0
NM_015688	4	4	0	6	1	3
NM_001145268	27.19	14.16	37	62.99	43.55	32.77
NM_001145269	0	0	0	0	12.45	0
NR_026879	17.81	28.84	0	0.01	0	12.23
NM_001145475	0	0	0	0	0	0
NM_032130	1	0	4	5	4	0
NR_027450	0	4	0	0	0	0
NM_152481	0	0	0	0	0	0
NM_024948	428	484	306	492	486	413
NM_032222	87	116	64.34	191	147	130
NM_015307	1	0	1	1	0	1
NM_001127608	0	0	0	0	0	0
NM_004816	0	0	0	0	0	0
NM_001267608	37.3	40.74	50.21	66.28	69.69	62.88
NM_006589	586.57	573.73	429.35	1077.08	970.09	800.38
NM_198264	282.13	356.53	152.45	370.64	342.22	334.74
NM_024946	729	791	591	528	526	424
NM_001256666	0	30.75	0	22.32	0	0
NM_001256667	28.28	23.1	21.39	24.55	47.87	0
NM_001256668	0	0	0	0	0	0
NM_003704	414.72	298.46	270.61	333.29	319.13	363
NR_046335	0	107.68	0	0	0	0
NR_046336	0	0	0	13.84	0	0
NM_001190946	264.24	243.03	151.17	201.75	160.7	139.75
NR_024019	165.76	119.97	75.83	170.25	80.3	117.25
NM_138418	116	119	103	256	191	205
NM_001093767	180.57	84.72	104.37	59.73	41.39	50.56
NM_001288798	17.08	20.7	15.37	15.9	15.66	5.02
NM_001288799	12.84	19.44	6.66	37.97	57.4	40.14
NM_207368	1419.51	1477.14	1043.59	805.4	823.55	691.29
NM_001039762	8	6	4	14	18	13
NM_001129891	58	96	59	275	262	264
NR_001553	0	0	0	0	0	0
NR_001553_1	0	0	0	0	0	0
NR_001553_2	0	0	0	0	0	0
NR_001553_3	0	0	0	0	0	0
NR_001553_4	0	0	0	0	0	0
NR_046300	0	0	0	0	0	0
NR_046300_1	0	0	0	0	0	0
NR_046300_2	0	0	0	0	0	0
NR_046300_3	0	0	0	0	0	0
NR_046300_4	0	0	0	0	0	0
NM_001129908	11	7	0	0	1	2
NM_001031700	0	0	0	0	0	0
NM_001128424	0	9.63	1.72	0	87	49.87
NM_016613	754	825.37	592.28	115	0	34.13
NM_207318	727	810	516	866	739	705
NM_001252216	0	0	0	0	0	0
NM_213609	0	0	0	0	0	0
NM_178539	2	2	2	3	0	0
NM_001004440	0	0	2	0	0	0
NM_182759	0	0	0	1	1	3
NM_001005527	0	0	0	0	0	0
NM_182522	0	0	0	0	0	0
NM_001082967	0	0	0	1	0	0
NM_015381	0	0	0	0	0	0
NM_145111	120	137	91	131	116	87
NM_001145191	331	352	216	247	217	204
NR_027294	0	0	0	0	0	0
NM_001134672	123.88	83.45	68.19	101.77	40.57	55.3
NM_022063	378.12	428.55	322.81	249.23	328.43	233.7
NM_001141917	0	2	0	0	0	1
NR_024481	0	0	0	0	0	0
NM_001309426	0	0	0	0	0	0
NM_001309427	0	0	0	0	0	0
NM_017832	281	315	203	386	376	302
NM_058190	203	205	157	420	406	373
NM_001112736	989.84	1154.96	839.07	917.94	879.16	796.41
NM_015224	32.67	18.21	34.87	52.29	35.56	24.99
NM_017782	955	1157	774	1307	1248	1002
NM_001012971	1	1	0	0	0	3
NM_001013646	0	0	0	2	0	0
NM_001243746	0	0	0	0	0	0
NM_017565	0	0	0	0	0	0
NR_027751	1	0	0	1	0	0
NM_014864	1211	1318	886	1209	1105	950
NM_020223	2245	2195	1797	2722	2143	2168
NM_001098801	35.35	19.64	16.25	36.13	49.75	0
NM_152352	221.65	262.36	199.75	516.87	343.25	359
NM_080821	1029	1235	941	1698	1595	1382
NM_203370	32	50	22	29	24	31
NM_019099	445.69	434.25	463.01	233.99	197	167
NM_198926	82.31	166.97	0	0.01	0	0
NR_038951	37.49	37	31	13.27	17	14
NR_038952	0	0	0	3.73	0	0
NM_001243778	0	0	0	0	16	0
NM_001243779	0	0	0	0	0	0
NM_001243780	0	0	0	0	0	0
NM_001243781	12	0	0	0	0	0
NM_001243782	0	0	4	29.69	0	0
NM_032333	0	6	0	14.31	0	17
NM_001195736	0	0	0	0	16.12	0
NM_001195737	49.12	62.27	32.49	34.93	28.23	61.08
NM_001195738	146.92	220.04	238.37	331	174.97	372.1
NM_001195740	0	55.34	0	0	37.6	0
NM_001195741	0	0	0	64.37	0	0
NM_152371	317.82	306.35	146.13	328.7	455.91	139.76
NR_036637	0	0	0	0	0	10.26
NR_036638	0	0	0	0	0	27.8
NM_001286495	0	0	0	0	0	0
NM_019600	233.73	166.27	126.01	298.51	170.51	165.99
NR_104457	68.27	157.73	100.99	48.49	115.49	97.01
NM_025182	265	270	206	1122	942	896
NR_026770	0	1	0	0	0	0
NM_013300	104	125	92	273	248	233
NM_182508	0	0	0	0	0	0
NM_173563	0	0	0	0	0	0
NM_001190826	76.71	0	0	0	0	0
NM_001190827	20.6	6.66	0	72.17	21.49	0
NM_022106	273.72	360.34	251	294.83	373.51	266
NM_153027	3	1	0	0	0	0
NM_001184940	417.08	303.1	193.63	633.28	574.26	580.5
NM_001184941	0	154.28	34.3	182.36	111.2	90.12
NM_001184942	103.92	45.11	60.07	0	0	85.17
NM_001184943	0	82.53	30.34	128.12	74.88	50.15
NM_001184945	0	0	2.89	0	0	0
NM_147202	166	164.97	176.76	457.24	400.65	336.06
NM_020447	726	649	416	823	817	660
NM_001005751	1230.74	1389.82	881.93	918.45	954.39	734.84
NM_001291398	0	0	0	0	0	0
NM_001169106	87.75	31.83	303.82	51.87	307.4	74.09
NM_001169107	0	55.47	0	36.04	81.68	40.14
NM_015262	1009.66	1078.54	513.9	674.17	364.36	450.65
NR_038275	16.85	9.34	5.34	8.48	3.18	5.28
NM_001037163	351	402	293	370	335	320
NM_001127364	11.59	0	0	0	0	0
NM_001127365	0	0	0	0	0	0
NM_001300932	0	3.87	0	0	0	0
NM_199136	6.41	8.13	14	9	6	8
NM_001012446	0	0	0	0	0	0
NR_052026	0	0	0	0	0	0
NM_032829	16	20	23	30	25	12
NR_026661	0	0	0	0	0	0
NR_026662	0	1	0	0	0	0
NM_001077498	120.71	130.52	56.96	314.32	370.67	36.51
NM_001288631	0	0	0	0	0	0
NM_001288632	14.25	37.67	40.79	93.33	30.59	0
NM_001288633	0	0	0	0	0	0
NM_001288634	346	303.24	197.53	578.87	459.81	556.34
NM_001288635	0	0	0	63.85	0	253.34
NM_001288636	0	0	0	0	0	0
NM_001288637	0	0	0	0	0	0
NM_001288638	7.79	10.34	41.18	32.6	14.9	0
NM_001288639	21.11	29	38.86	0	20.07	111.64
NM_001288640	70.74	37.04	58.18	114.03	196.02	156.58
NM_018182	37.38	102.2	38.5	0	40.94	26.58
NR_027401	1	2	0.25	0	0	0
NR_027401_1	1	0	0.25	0	0	0
NR_027402	1	2	0.25	0	0	0
NR_027402_1	1	0	0.25	0	0	0
NR_002161	0	0	0	0	0	0
NR_002161_1	0	0	0	0	0	0
NR_002160	0	0	0	0	0	0
NR_002160_1	0	0	0	0	0	0
NR_024366	0	0	0	0.96	0.98	6.81
NR_024376	0	0	0	0.04	0.02	0.19
NR_026595	0	0	0	0	0	0
NR_026594	0	0	0	0	0	0
NM_001013647	0	31	21	0	30	0
NM_001291030	36	0	0	56	0	48
NM_152647	18.58	16.38	8.15	15.52	17.7	13.47
NM_001040710	2	4	3	0	1	0
NM_001145710	12.77	14.21	6.22	10.59	5.27	8.87
NM_001291328	18.35	26.62	20.13	2.45	3.58	8.65
NR_111929	0	5.53	8.08	0	5.21	3.69
NM_001167676	19	6	5	9	6	11
NM_001033564	282	290	201	213	169	144
NR_108107	1	0	0	1	0	0
NM_001282321	0	0	0	0.5	0	0
NM_001282321_1	0	0	0	0.5	0	0
NM_001310155	0	0	0	0	0	0
NM_001310138	0	0	0	0	0	0
NM_001310138_1	0	0	0	0	0	0
NR_111934	0	0	24.22	0	13.09	15.01
NM_001029888	0	0	0	0	0	0
NM_001204364	6.37	0	0	11	0	0
NM_152644	0	0	0	0	5.03	5.5
NR_037911	2.63	7	3	0	1.97	3.5
NR_037915	0	0	0	0	0	0
NM_001146157	0	0	0	0	0	0
NR_104039	0	0	0	0	0	0
NM_001137548	0	0	0	0	0	0
NM_001137548_1	0	0	0	0	0	0
NM_001137548_2	0	0	0	0	0	0
NM_001137549	0	0	0	0	0	0
NM_001137549_1	0	0	0	0	0	0
NM_001137549_2	0	0	0	0	0	0
NM_001256887	0	0	0	0	0	0
NM_001256888	0	1	0	0	0	0
NM_001256889	0	0	0	0	1	0
NM_153036	0	0	0	0	0	0
NM_153711	372	393	249	304	227	237
NM_001010919	1.81	0	0	1.82	1.82	1.82
NM_001276460	0.19	1	1	4.18	3.18	3.18
NR_027422	0.5	1	4	6.5	0	0
NR_027421	0.5	1	0	6.5	11	8
NR_103714	0	0	0	0	0	0
NR_103714_1	0	0	0	1.48	0	0
NR_103833	5	6	5	6.51	5	7
NR_028336	0	0	0	0	0	0
NM_014077	1201	1201	880	1541	1477	1222
NM_019054	827.98	840.73	584.4	825.22	709.36	591.96
NR_027632	0	0	0	0	6.11	0
NR_027634	44.02	55.27	46.6	32.78	35.54	23.04
NM_001171132	114.42	254.03	151.85	189.24	271.24	291.46
NM_001171133	22.35	17.75	11.18	26.5	44.08	16.96
NM_001171134	35.45	52.86	28.72	182.55	151.37	151.27
NM_001282311	244.42	134.46	178.62	173.27	227.17	182.89
NM_001282312	0	0	40.62	0	0	0
NM_021806	151.36	104.9	0	266.44	45.14	59.42
NM_058186	0	0	0	0	0	0
NM_206964	0	0	0	0	0	0
NM_001040020	0	0	0	0	0	0
NM_014888	2682	2822	1895	3465	3326	3030
NM_138805	0	0	1	1	1	1
NR_028083	0	0	0	0	0	0
NR_028083_1	0	0	0	0	0	0
NR_028084	0	0	0	0	0	0
NR_028084_1	0	0	0	0	0	0
NR_027055	6.03	7.15	8.05	12.26	15.28	11.17
NM_153690	619	686	466	1397	1032	1120
NM_207334	4	3	1	26	6	12
NM_001303111	65.25	34.84	34.27	36.6	42.57	35.91
NM_001303112	70.52	48.77	67.49	116.61	29.07	17.1
NM_001303113	0	79.07	0	29.11	43.29	69.1
NM_207009	0	0	0	0	25.77	0
NR_130122	12.07	0	0	0	0	0
NR_027141	511.04	535	396.82	470.08	491.99	463.9
NR_027141_1	78.13	65.32	36.42	66.6	85.31	47.99
NM_017633	594	642	467	315	263	225
NM_052943	101	115	76	5	4	6
NM_017709	413	454	307	153	108	96
NM_001170574	0	0	0	0	0	0
NM_152630	0	0	0	0	0	0
NM_203408	0	0	0	0	0	0
NM_152631	0	0	0	0	0	0
NM_001013736	0	0	0	0	0	0
NM_001136570	0	0	0	0	0	0
NM_001242936	1	1	2	0	0	0
NM_001242939	0	5.24	0	0	0	0
NM_030797	301	281	213	35	20	22
NM_001256763	253	229.64	225.61	178.39	220.53	298.08
NM_016623	187.18	248.95	96.52	441.51	314.14	212.59
NR_046359	0	0	10.56	0	0	8.83
NR_046360	0	91.25	22.82	85.81	73.98	62.86
NR_046361	138.81	77.16	106.49	34.29	44.35	22.65
NM_004699	1527	1614	1074	1913	1878	1623
NM_012135	105	123	94	128	119	104
NM_001013622	26.01	13.35	0	18.29	0	27
NM_001174070	0	0	25	0	38.5	0
NM_001297435	4.99	13.65	0	7.71	3.5	0
NM_014661	339	311	242	403	320	281
NR_120630	0	0	0	0	0	0
NR_120631	0	0	0	0	0	0
NM_001135647	0	0	0	0	0	0
NM_016605	636	738	512	956	854	767
NM_024792	336	322	234	355	266	276
NM_031478	0	0	1	1	0	1
NM_001130997	111.64	94.44	100.26	178.71	99.43	92.31
NM_152274	212.36	238.56	118.74	145.29	226.57	189.69
NM_001135811	0	96.07	0.08	40.56	80.52	0
NM_001135812	251.56	238.93	184.19	431.87	449.48	365.12
NM_021238	41.44	0	33.74	85.57	0	52.88
NM_001040217	84.76	42.19	53.67	16.96	11.09	0
NM_001163258	34.01	15.79	21.41	8.13	20.66	16.97
NM_001163259	0	0	0	0	0.09	0
NM_001163260	9.64	0	0	44.36	0	15.05
NM_018379	41.58	131.02	84.92	22.55	45.17	50.99
NM_001040450	841.85	1061.57	842	247.02	474.89	419.93
NM_001040453	187.15	248.43	0	266.98	83.11	73.07
NM_001195228	0	0	0	13	7	0
NM_019013	209	196	157	0	0	13
NM_001193522	0	64.58	0	0	0	0
NM_001193523	71.96	64.39	20.58	103.26	70.89	0
NM_001193524	377.27	228.9	141.61	925.88	732.4	619.98
NM_024519	943.76	1233.14	857.81	966.86	1122.71	1037.02
NM_001286445	2.14	0	11.08	0	2.69	0
NM_001286446	10.07	6.39	6.01	3.11	4.96	4.8
NM_001286447	0	0	0	0	0	0
NM_014722	7.65	16.08	6.91	18.89	0	1.56
NM_015864	8.14	3.52	0	0	2.35	6.64
NM_001290268	86.32	93.28	70.07	318.67	225.47	131.7
NM_080829	77.68	53.72	61.93	887.33	447.58	568.3
NR_110890	0	0	0	0	14.95	0
NR_026789	0	1.76	0	0	0	0
NR_027423	4.5	5.56	0	2	3.68	3
NR_026788	46.83	32.68	24.42	9	9.38	10
NR_027425	7.04	6.26	3.91	0	1.84	0
NR_027424	4.51	1.47	3.39	0	0	0
NM_001006605	788.1	905.72	636	224.86	205.84	225.55
NM_001252269	0	0	0	0	0	0
NM_001252270	0	0	0	0	0	0
NM_001252271	15.87	0	0	0	0	0
NM_001252273	6.03	11.28	0	8.14	5.16	9.45
NM_152421	19.07	16.05	16.02	5.01	12.06	8.03
NM_001044369	0	0	0	0	0	0
NM_153606	1	0	1	0	0	0
NM_130899	0	0	0	0	0	0
NM_153364	0	0	0	0	0	0
NM_173526	1	0	0	0	0	0
NM_001308429	0	0	0	0	0	0
NM_138411	1.1	0	1.09	3.31	0	1.11
NM_001145402	1	0	0	0	1	0
NM_001282788	0	0	0	0	0	0
NM_001282789	0	0	0	0	2	1
NM_032599	0	0	0	0	0	0
NR_104242	0	0	0	0	0	0
NR_104243	0	0	0	0	0	0
NM_001012454	0	0	0	0	0	0
NM_001128926	15	13	11	13	7	9
NM_001290254	0	0	0	0	0	0
NM_001290255	0	0	0	0	0	0
NM_001123168	0	23.47	17.98	16.36	5.38	9.75
NM_001100910	23	34.99	33.27	0	8.54	9.39
NM_001287385	29.21	12.86	0	9.49	11.1	0
NM_001287385_1	36.8	23.68	25.75	24.16	16.98	20.42
NM_207418	0	0	0	0	0	4.44
NM_001270384	358.36	189.92	282.72	233.01	209.62	92.51
NM_198549	314.64	587.08	232.28	402.99	433.38	483.49
NM_032809	463	409	321	380	296	247
NR_026803	0	0	0	0	0	0
NR_026803_1	0	0	0	0	0	0
NR_026803_2	0	0	0	0	0	0
NR_026803_3	0	0	0	0	0	0
NR_026803_4	0	0	0	0	0	0
NR_026801	0	0	0	0	0	0
NR_026802	0	0	0	0	0	0
NR_110998	0	0	0	0	0	0
NR_110999	0	0	0	0	0	0
NR_110999_1	0	0	0	0	0	0
NR_126166	1	0	0	1	0	0
NM_001143912	0	0	23.85	0	0	0
NM_001143913	0	0	7.44	0	0	0
NM_001143914	16.49	27.31	13.77	0	13.18	0
NM_001143915	0	2	0	0	0	0
NM_152660	93.51	100.69	43.94	64	49.82	56
NM_144664	115	117	85	96	83	71
NM_033387	35	32	33	22	28	31
NM_001017961	1	1	1	0	2	1
NM_152450	2	1	0	0	1	1
NM_152548	0	0	0	0	0	0
NM_001288587	0	0	0	2.78	0.48	1.74
NM_032899	0	0	0	2.7	0	1.26
NM_207006	0	0	0	2.52	2.52	0
NR_024479	0	0	0	0	0	0
NM_001010872	10	6	4	0	3	2
NM_178468	0	0	0	0	0	0
NR_109815	0	0	0	1	0	0
NM_030919	228	264	157	16	13	11
NM_017708	1	1	0	0	1	0
NM_138435	0	0	0	0	0	0
NM_001039999	146.65	169.92	91.85	383.18	343	317.73
NM_198488	4	10	5	58	41	34
NR_033849	0	0	0	0	1	1
NM_145175	34.38	56.57	21.3	35.62	38.72	38.37
NM_174911	21	14	7	26	19	14
NM_001083537	22.43	9.32	0	19.52	0	8.89
NR_003494	0	24.55	18.75	21.85	32.17	20.94
NM_001137610	1.86	0	3.96	2.89	6.88	3.89
NR_024361	4.59	2.87	0	5.1	0	8.59
NR_024362	4.44	7.23	0	6.26	3.52	8.77
NR_024363	4.77	2.27	2.15	3.75	9.57	6.16
NM_001099653	37.14	26.22	17.54	13.42	76.39	42
NM_018172	15.58	22.3	15.25	13.1	0	6.46
NM_152563	36.39	44.98	46.85	41.21	0	18.15
NR_024249	13.29	15.83	10.59	30.88	16.28	21.09
NR_024241	187.02	185.31	128.02	241.89	235.05	247.47
NR_130740	14.93	19.46	17.37	5.03	14.72	11.7
NR_130741	5.56	0	10.45	0	3.33	0
NR_130742	12.02	24.1	0	2.69	0	0
NR_024254	35.02	48.62	26.28	23.11	22.28	24.01
NR_024252	8.2	7.87	5.98	22.82	10.28	6.82
NR_024250	14.91	0	0	6.59	6.19	10.85
NR_024251	0	26.4	15.36	0	0	0
NR_103537	2.73	2.54	0	1.9	0	0
NR_103536	2.27	5.46	2	1.1	3	3
