	Proliferating_1	Proliferating_2	Senescent_1	Senescent_2
ENSG00000034239	4.6902	2.3757	2.9979	4.9342
ENSG00000034510	11280.0909	7304.1264	6557.2252	10564.7378
ENSG00000034533	24.0873	22.6909	13.3984	16.8069
ENSG00000034677	330.6171	189.5111	359.7707	340.4869
ENSG00000034693	154.9696	83.236	65.8761	131.4246
ENSG00000034713	505.6696	319.7036	459.7012	707.3685
ENSG00000034971	0	0	0	0
ENSG00000035115	85.3875	64.5038	41.5594	96.8241
ENSG00000035141	195.2008	149.0807	196.9095	319.8489
ENSG00000035403	9280.9936	6286.609	4460.9927	7092.1142
ENSG00000035499	33.0005	17.8096	3.7701	3.5492
ENSG00000035664	1.8703	11.1654	3.6281	8.3025
ENSG00000035681	379.1539	246.8533	204.6288	301.9426
ENSG00000035687	575.7216	388.1317	516.0324	855.3501
ENSG00000035720	0	0	0	0
ENSG00000035862	11541.9609	7563.0955	3924.905	6197.2302
ENSG00000035928	507.2937	220.3563	322.0441	566.116
ENSG00000036054	671.7494	508.4434	494.4338	775.9164
ENSG00000036257	996.2831	739.2569	652.8881	952.3559
ENSG00000036448	1.3989	0.4641	1.6741	0.9035
ENSG00000036473	0	0	0	0
ENSG00000036530	21.7528	9.9439	4.9307	9.8937
ENSG00000036549	514.157	334.3903	291.7731	419.6145
ENSG00000036565	0	0	1.2857	1.1231
ENSG00000036672	18.3102	8.2183	1.3856	0.7729
ENSG00000036828	0	0	0	0
ENSG00000037042	142.0404	88.84	45.6042	135.3166
ENSG00000037241	218.8381	176.8342	126.9783	228.6157
ENSG00000037280	4.4998	2.7458	7.7936	11.2271
ENSG00000037474	837.4614	536.337	813.0396	1460.618
ENSG00000037637	311.5718	198.2273	247.0408	436.3877
ENSG00000037749	226.0264	138.0662	103.743	151.7846
ENSG00000037757	226.2227	181.6756	191.8206	293.25
ENSG00000037897	91.6606	43.348	56.1633	84.1374
ENSG00000037965	27.9803	20.8285	7.8412	23.3899
ENSG00000038002	89.6431	58.8593	101.9763	134.0781
ENSG00000038210	339.8084	197.6579	151.3005	215.7286
ENSG00000038219	1045.583	861.5314	961.8413	1219.6859
ENSG00000038274	554.4928	326.0814	297.8644	471.1082
ENSG00000038295	0	0	0	0
ENSG00000038358	784.9768	490.0759	389.7324	698.925
ENSG00000038382	5251.0703	2664.8309	1692.03	2909.7906
ENSG00000038427	3033.6945	1542.8885	1687.6486	2320.7032
ENSG00000038532	345.1761	228.4221	280.4776	381.253
ENSG00000038945	26.7186	11.3911	17.0289	19.6096
ENSG00000039068	3.9549	6.8349	1.236	2.4712
ENSG00000039123	753.5566	487.5167	556.4862	1066.7575
ENSG00000039139	223.9755	125.7427	94.7234	181.3974
ENSG00000039319	350.9719	194.9995	389.7047	758.2095
ENSG00000039523	879.4858	701.4478	799.0427	1599.1529
ENSG00000039537	0	0.3967	0	0
ENSG00000039560	5412.0924	3501.828	4231.1778	6774.2609
ENSG00000039600	1.1888	0	0	4.6335
ENSG00000039650	199.2782	106.6089	119.7377	282.8631
ENSG00000039987	0	0	1.4155	1.4304
ENSG00000040199	295.6423	140.4047	90.8758	177.4762
ENSG00000040275	373.3638	269.4675	99.5563	265.0514
ENSG00000040341	268.5474	193.6017	141.0611	239.9592
ENSG00000040487	117.787	74.4992	222.9019	361.0112
ENSG00000040531	135.7836	87.3049	122.7196	307.3979
ENSG00000040608	3.2079	2.9491	3.1536	6.1707
ENSG00000040633	463.6532	261.9697	416.9393	697.1404
ENSG00000040731	5.054	0	2.5601	2.5538
ENSG00000040933	263.4585	158.8698	181.7624	311.4361
ENSG00000041353	20.4781	40.1329	80.606	109.0382
ENSG00000041357	861.3851	460.0149	629.9469	1033.0492
ENSG00000041515	0	0	5.8549	6.0109
ENSG00000041802	362.2538	238.452	468.4092	915.0001
ENSG00000041880	135.2067	70.6862	49.9719	55.4964
ENSG00000041982	2415.6682	1476.7691	4192.7726	6313.2661
ENSG00000041988	72.1284	61.7541	58.2801	89.972
ENSG00000042062	49.5828	43.3697	166.4027	317.5556
ENSG00000042088	199.5808	134.1263	127.764	145.5316
ENSG00000042286	93.0163	62.6319	127.5683	198.1551
ENSG00000042304	0	0	0	0
ENSG00000042317	76.3958	50.0774	28.9114	47.6611
ENSG00000042429	298.5	201.32	357.3548	569.4925
ENSG00000042445	399.5045	241.3334	455.8388	705.7402
ENSG00000042493	322.9194	275.7588	110.1198	244.4107
ENSG00000042753	1121.4737	716.0651	1045.7919	1748.3867
ENSG00000042781	1.9537	2.9479	0.9573	2.8734
ENSG00000042813	0	0	0	0
ENSG00000042832	5.643	7.7528	14.3536	18.0126
ENSG00000042980	1.523	9.8983	1.7267	16.6471
ENSG00000043039	0.9822	0	0	0
ENSG00000043093	481.6529	284.1343	363.1693	552.0995
ENSG00000043143	419.9327	293.4728	188.8915	320.3944
ENSG00000043355	0.8584	0	0.8416	5.0343
ENSG00000043462	0	0	0	0
ENSG00000043514	109.964	103.8022	97.5469	164.6558
ENSG00000043591	0	0	0	0.9793
ENSG00000044012	0	0	0	0
ENSG00000044090	796.6976	425.9515	313.6293	509.5775
ENSG00000044115	4650.9725	2958.9659	2696.0232	4558.7093
ENSG00000044446	190.1577	156.0055	35.062	66.0562
ENSG00000044459	188.2402	111.2995	27.5397	78.3886
ENSG00000044524	6.2492	4.165	1.8488	2.5927
ENSG00000044574	9549.7194	6088.1224	5768.7214	9469.5444
ENSG00000046604	62.1851	56.433	24.0158	45.3033
ENSG00000046647	80.9554	70.9823	84.5506	122.6307
ENSG00000046651	169.2689	92.7313	130.3757	218.0419
ENSG00000046653	51.6675	34.1887	7.528	26.1367
ENSG00000046774	0	0	0	0
ENSG00000046889	4.9371	0	0	0.5238
ENSG00000047056	372.9455	266.4536	303.8683	497.3901
ENSG00000047188	406.6828	263.0686	207.7543	443.2637
ENSG00000047230	189.7495	122.0852	75.3163	201.3631
ENSG00000047249	537.4278	388.348	570.3142	800.643
ENSG00000047315	1621.7265	905.9672	963.6063	1571.7014
ENSG00000047346	254.8258	197.7953	110.0001	194.4042
ENSG00000047365	29.8955	19.6109	34.3146	58.5344
ENSG00000047410	1322.8732	934.6975	698.1596	1088.1825
ENSG00000047457	0	0	0	2.9898
ENSG00000047578	264.2358	180.0058	271.2832	465.1514
ENSG00000047579	85.2777	37.5049	36.1473	39.3817
ENSG00000047597	4.9921	0.9894	1.9574	8.7975
ENSG00000047617	0	5.5699	2.9222	1.4441
ENSG00000047621	279.1356	202.7656	118.4816	215.0572
ENSG00000047634	98.2432	70.8026	91.4596	125.7105
ENSG00000047644	589.8475	357.3614	449.7741	710.2908
ENSG00000047648	55.0677	17.9095	56.2415	69.5351
ENSG00000047662	11.4356	6.2474	6.0344	9.2288
ENSG00000047849	7703.1265	4874.8635	3681.7081	6144.2212
ENSG00000047932	879.3177	530.963	544.5446	899.2963
ENSG00000047936	0.8782	0.87	4.3041	7.7436
ENSG00000048028	166.2286	130.5827	67.4001	70.1414
ENSG00000048052	136.9843	125.6556	218.2595	461.4585
ENSG00000048140	671.2905	452.2652	615.9033	1036.6028
ENSG00000048162	140.2738	112.144	228.319	366.5667
ENSG00000048342	261.5046	148.6367	115.752	163.7781
ENSG00000048392	919.114	559.3228	1244.3233	1950.843
ENSG00000048405	210.8919	129.107	312.5201	517.1861
ENSG00000048462	0.7075	1.7329	0.6946	0
ENSG00000048471	358.2133	241.5296	279.0348	508.0207
ENSG00000048540	7.7466	4.4573	0	2.9511
ENSG00000048544	431.1007	324.23	352.8354	599.1407
ENSG00000048545	0.9811	0.9743	0	0
ENSG00000048649	1016.182	460.2281	696.2746	1152.7521
ENSG00000048707	402.1474	260.712	382.8989	539.8876
ENSG00000048740	135.9089	111.1478	98.3842	137.3522
ENSG00000048828	2052.6884	1454.7929	1652.1422	2424.6482
ENSG00000048991	435.1739	317.9808	342.8153	473.4405
ENSG00000049089	68.7344	25.3811	6.0965	0
ENSG00000049130	942.6524	588.9761	1299.4072	2027.4485
ENSG00000049167	91.9638	50.5024	55.0179	88.0927
ENSG00000049192	175.8169	96.3831	63.3353	147.4184
ENSG00000049239	1479.6632	982.7566	1240.5646	1907.5862
ENSG00000049245	1585.3607	989.1364	1130.1847	1899.675
ENSG00000049246	69.2683	56.0176	19.3212	9.3717
ENSG00000049247	0	0	0	0
ENSG00000049249	7.4426	3.3883	2.7812	3.2052
ENSG00000049283	2.2877	0	0	0.7188
ENSG00000049323	6109.6661	3978.5951	2173.4464	3192.3821
ENSG00000049449	3883.9595	2444.9401	3077.7282	4977.0328
ENSG00000049540	250.0337	119.3816	4.5458	8.7706
ENSG00000049541	174.1593	112.6582	50.864	108.5042
ENSG00000049618	796.266	462.9385	415.5213	645.3615
ENSG00000049656	803.1695	536.0893	846.0105	1186.1184
ENSG00000049759	315.0725	277.7561	400.1106	561.0178
ENSG00000049768	1.5902	3.2031	1.5811	0
ENSG00000049769	31.8214	38.4549	43.1389	48.5469
ENSG00000049860	1180.1157	737.4375	1073.1409	1761.6738
ENSG00000049883	130.1643	99.1335	42.9982	102.9272
ENSG00000050030	0.9981	0.9887	0	1.9565
ENSG00000050130	532.4707	312.4755	517.9658	847.9896
ENSG00000050165	8483.7047	5585.9932	1432.6554	2562.3348
ENSG00000050327	17.4677	10.3143	0	8.0437
ENSG00000050344	576.4809	350.5683	234.963	275.9721
ENSG00000050393	280.3955	180.9893	196.6085	429.5544
ENSG00000050405	1496.3269	901.5935	845.8585	1555.4743
ENSG00000050426	189.6554	91.5078	70.9698	109.6472
ENSG00000050438	157.631	84.077	150.2811	255.9585
ENSG00000050555	0.9233	2.5215	0	0
ENSG00000050628	0.7609	0.7538	4.1465	2.236
ENSG00000050730	4.7961	0.9812	31.9034	27.7785
ENSG00000050748	396.9943	295.3912	299.3559	436.6233
ENSG00000050767	1.0289	0	0	0
ENSG00000050820	1695.4291	1230.224	1130.8803	1837.7652
ENSG00000051009	164.4038	117.4788	88.2499	194.1802
ENSG00000051108	585.7431	401.9075	447.103	759.0259
ENSG00000051128	470.0597	381.1019	463.1589	789.7204
ENSG00000051180	66.523	50.6257	14.9792	17.6546
ENSG00000051341	92.2629	114.4323	6.2834	12.1658
ENSG00000051382	240.9421	188.2629	338.4034	480.9548
ENSG00000051523	550.9483	360.3172	727.3425	1119.6509
ENSG00000051596	186.347	147.8188	122.0908	212.4239
ENSG00000051620	430.011	341.8839	334.2469	562.71
ENSG00000051825	150.3811	129.8109	72.6226	132.3843
ENSG00000052126	176.2943	136.7448	182.7341	276.2789
ENSG00000052344	0.9998	0	0	0
ENSG00000052723	303.2765	193.256	264.9625	256.4677
ENSG00000052749	345.5465	218.0334	493.795	826.1655
ENSG00000052795	264.2607	143.7572	167.2204	242.3523
ENSG00000052802	939.2815	576.7699	751.7017	1163.138
ENSG00000052841	638.8383	425.8022	535.6225	973.9089
ENSG00000052850	0	0.9893	0	0
ENSG00000053108	5.1085	0.3935	5.0227	4.3061
ENSG00000053254	1038.2187	757.2556	296.905	749.6566
ENSG00000053328	0	0	0	0
ENSG00000053371	310.3205	197.0572	226.4401	319.032
ENSG00000053372	381.0052	264.0451	360.4673	635.9145
ENSG00000053438	56.695	29.4048	11.3159	24.2908
ENSG00000053501	82.818	43.7552	37.8041	56.007
ENSG00000053524	20.2828	4.7812	17.7947	25.7573
ENSG00000053702	10.5065	6.3927	0	5.3533
ENSG00000053747	6.6131	24.322	8.5161	11.3388
ENSG00000053770	310.8764	205.6128	237.5161	322.1315
ENSG00000053900	199.1176	152.9246	165.2079	212.6883
ENSG00000053918	0	0	0	1.0666
ENSG00000054116	530.8443	278.6992	506.6236	787.2292
ENSG00000054118	1488.1133	983.1059	719.2728	1308.0575
ENSG00000054148	412.8319	337.4558	182.7243	220.2696
ENSG00000054179	0	0	1.5507	0
ENSG00000054219	0	0	0	0.8545
ENSG00000054267	659.7369	360.8251	339.0855	574.7428
ENSG00000054277	304.3922	171.5604	44.4394	48.9764
ENSG00000054282	123.578	58.4197	76.4592	101.0856
ENSG00000054356	219.6686	181.2863	201.0204	253.4427
ENSG00000054392	30.6231	23.8699	40.4273	62.2909
ENSG00000054523	1276.0256	763.94	896.7251	1404.316
ENSG00000054598	217.6824	167.5975	194.8039	271.5958
ENSG00000054611	225.0862	186.7157	142.2919	236.4802
ENSG00000054654	158.566	48.3424	87.236	85.9455
ENSG00000054690	0	3.4448	10.4025	15.9605
ENSG00000054793	838.9858	581.5056	209.5499	354.1515
ENSG00000054796	0	0	0	0
ENSG00000054803	0	0	0	0
ENSG00000054938	1.2176	1.2104	0	1.183
ENSG00000054965	779.8312	571.8378	511.536	685.9661
ENSG00000054967	45.985	39.2076	80.1444	170.8373
ENSG00000054983	216.8835	151.2777	94.2565	165.0652
ENSG00000055044	625.52	359.2137	445.075	809.1703
ENSG00000055070	2329.9726	1512.1564	1633.8908	2640.1052
ENSG00000055118	28.7887	16.8301	2.6759	1.2598
ENSG00000055130	874.931	522.6001	518.6429	866.5137
ENSG00000055147	236.4447	108.2298	132.6217	232.9006
ENSG00000055163	120.1182	102.1927	198.1694	191.4546
ENSG00000055208	859.2207	543.6755	594.9617	887.7916
ENSG00000055211	569.8218	319.0982	253.059	468.7169
ENSG00000055332	1313.405	683.937	855.5334	1633.073
ENSG00000055483	563.0339	372.0221	571.0342	1007.8101
ENSG00000055609	449.3396	409.713	339.8235	415.2311
ENSG00000055732	0.9289	0.9317	0	0
ENSG00000055813	0	6.1504	0	0
ENSG00000055917	813.0974	532.9203	596.139	1178.6252
ENSG00000055950	310.5043	241.665	235.5275	356.9973
ENSG00000055955	0.7003	0.9593	3.0689	0
ENSG00000055957	0	0	0	0.9796
ENSG00000056050	142.5729	110.3595	38.3349	56.9329
ENSG00000056097	1452.806	903.3915	1022.5525	1595.9104
ENSG00000056277	57.9966	50.9158	45.9438	66.0935
ENSG00000056291	0	0	0	0.957
ENSG00000056487	0	0	0	0
ENSG00000056558	60.3118	32.9437	27.9334	52.6728
ENSG00000056586	838.5111	462.7675	774.963	1326.1245
ENSG00000056678	0	0	0	0
ENSG00000056736	10.987	14.0138	7.9143	17.714
ENSG00000056972	137.7788	90.3105	243.261	349.5863
ENSG00000056998	112.8794	92.8507	19.3787	26.8607
ENSG00000057019	7686.8152	5305.5126	8965.0541	14525.3252
ENSG00000057149	0	0	7.2609	2.0327
ENSG00000057252	795.223	434.9977	560.44	767.2924
ENSG00000057294	1.9659	0.6643	1.3216	0
ENSG00000057468	0.9989	0	0	2.9301
ENSG00000057593	0	4.4569	0	0
ENSG00000057608	3093.0975	1874.3939	2407.6329	3871.3367
ENSG00000057657	85.9253	56.8076	409.4545	772.1438
ENSG00000057663	236.5193	105.6053	170.2232	219.9031
ENSG00000057704	3.3394	0.9334	114.1942	207.5892
ENSG00000057757	278.936	177.987	189.5368	362.32
ENSG00000057935	330.6888	165.6738	114.3261	228.9668
ENSG00000058056	437.2777	249.0356	160.0158	239.9095
ENSG00000058063	538.9933	321.0958	510.3045	835.3525
ENSG00000058085	73.8762	45.4679	515.4683	898.1418
ENSG00000058091	358.253	244.6545	422.538	761.4453
ENSG00000058262	8508.7201	5390.1996	5338.1733	8498.9579
ENSG00000058272	1433.5536	1054.4078	751.6827	1056.554
ENSG00000058335	0.9906	0	5.2251	36.8744
ENSG00000058404	13.9169	0.3421	2.5135	19.303
ENSG00000058453	168.6401	135.2461	87.798	243.2655
ENSG00000058600	234.4059	168.722	274.7062	536.2586
ENSG00000058668	7465.2295	4860.3512	2133.5399	3262.1788
ENSG00000058673	1544.4492	956.6873	904.4968	1403.2143
ENSG00000058729	367.5627	232.9055	242.2421	316.507
ENSG00000058799	156.9974	89.715	134.568	231.0638
ENSG00000058804	391.324	251.2069	148.4459	261.611
ENSG00000058866	14.9983	10.3106	31.2295	61.6846
ENSG00000059122	576.6142	385.1764	638.1983	925.8591
ENSG00000059145	146.338	138.8618	170.7606	149.8658
ENSG00000059377	74.2431	78.865	86.7474	222.1348
ENSG00000059378	50.1098	29.0256	35.113	21.674
ENSG00000059573	1163.1905	722.3248	519.6848	823.1523
ENSG00000059588	180.8291	85.1062	92.2701	200.1092
ENSG00000059691	115.3367	67.4205	59.8053	95.1251
ENSG00000059728	91.8668	68.3426	275.3832	401.1189
ENSG00000059758	402.5784	234.5154	1102.2105	1729.4029
ENSG00000059769	118.3309	100.3148	85.6367	137.824
ENSG00000059804	470.2063	403.8015	803.3907	1442.1014
ENSG00000059915	47.8003	54.2842	53.3792	45.1413
ENSG00000060069	253.6231	167.3163	246.8287	355.0275
ENSG00000060138	1601.0849	1034.6854	1505.0545	2578.7387
ENSG00000060140	25.4528	9.1027	17.2173	25.5339
ENSG00000060237	1836.8932	1453.9649	2179.4212	3362.3519
ENSG00000060339	922.344	567.0037	817.2929	1080.2267
ENSG00000060491	485.165	341.2715	403.1324	714.7386
ENSG00000060558	0	0	0	1.6652
ENSG00000060566	0	0	0	0
ENSG00000060642	107.9327	58.2164	78.9946	103.8231
ENSG00000060656	168.2909	90.8641	420.4253	592.369
ENSG00000060688	301.0222	158.3331	149.3645	288.1745
ENSG00000060709	3.8882	0	0	0
ENSG00000060718	899.5077	606.5907	35.0913	83.9823
ENSG00000060749	667.8756	482.5444	473.4945	637.5128
ENSG00000060762	106.6285	86.5702	77.301	134.891
ENSG00000060971	362.6619	217.9456	280.6997	526.982
ENSG00000060982	4573.7187	2741.1254	2183.4433	3198.3459
ENSG00000061273	1122.1856	716.8738	426.758	653.9321
ENSG00000061337	168.7691	113.7273	12.9101	9.3168
ENSG00000061455	74.9825	50.9413	47.0135	27.6135
ENSG00000061492	0	0	0	0
ENSG00000061656	6.9727	14.1044	3.9376	8.8537
ENSG00000061676	3364.0018	1993.2499	1941.6246	3102.1165
ENSG00000061794	477.1711	286.3997	469.8847	744.5772
ENSG00000061918	34.4356	11.6126	2.8146	1.3996
ENSG00000061936	360.6059	229.0814	211.7155	345.5501
ENSG00000061938	284.2472	206.5061	189.8526	442.8836
ENSG00000061987	690.7253	474.6622	322.6226	704.3216
ENSG00000062038	2.5252	5.3553	0	7.005
ENSG00000062096	0	0	0	0
ENSG00000062194	583.8493	368.9354	265.607	563.5986
ENSG00000062282	6.0088	4.0611	209.0184	398.4004
ENSG00000062370	36.5409	51.6354	21.359	70.8093
ENSG00000062485	1790.9787	1174.7592	1174.0869	2034.4244
ENSG00000062524	6.7212	9.3404	1.5676	2.3442
ENSG00000062582	409.9196	275.5251	334.8249	548.1692
ENSG00000062598	476.6183	260.5539	295.4465	500.558
ENSG00000062650	916.2849	429.3478	640.8942	1078.1001
ENSG00000062716	1163.025	534.8588	1109.3862	1902.0075
ENSG00000062725	818.9429	560.829	390.5733	624.005
ENSG00000062822	197.9448	104.0567	51.2496	103.092
ENSG00000063015	2.942	0	0.555	0.9157
ENSG00000063046	4410.2947	2759.9997	2302.3733	3704.0965
ENSG00000063127	15.3916	13.2111	4.2527	7.5639
ENSG00000063169	161.0872	135.0917	68.2246	193.2974
ENSG00000063176	240.0268	158.5334	64.7528	197.3713
ENSG00000063177	2826.6608	2059.0916	1694.6436	2585.9898
ENSG00000063180	31.6345	10.9659	0	9.78
ENSG00000063241	335.8903	207.8305	113.1815	178.4741
ENSG00000063244	2029.6903	1251.8604	1446.4113	2568.6761
ENSG00000063245	2027.2372	1408.4476	1410.1537	2189.483
ENSG00000063322	475.7419	390.1393	339.0959	469.8281
ENSG00000063438	703.1684	483.7093	287.4612	454.8917
ENSG00000063515	0	0	0	0
ENSG00000063587	340.6564	197.793	177.1394	325.511
ENSG00000063601	474.4172	290.5038	314.7482	471.646
ENSG00000063660	4269.9935	3016.7195	1818.4788	2695.4672
ENSG00000063761	45.909	18.8144	22.3816	42.4342
ENSG00000063854	190.4926	137.3724	246.759	396.4045
ENSG00000063978	593.5436	450.2648	585.4438	924.9856
ENSG00000064012	113.7692	66.6701	130.3519	201.3696
ENSG00000064042	10.9706	3.8183	13.6454	2.8234
ENSG00000064102	244.7731	164.5904	214.189	456.9279
ENSG00000064115	291.9897	275.2544	539.7955	805.9027
ENSG00000064195	0	0.6734	0	0
ENSG00000064199	76.0458	53.3873	36.7641	81.6911
ENSG00000064201	9.6773	1.6826	0	0.3249
ENSG00000064205	0	2.143	0.7026	0
ENSG00000064218	0	0	0	0
ENSG00000064225	47.4688	10.8305	16.9682	39.5996
ENSG00000064270	4.4759	2.2092	19.333	11.6573
ENSG00000064300	1.7163	3.3212	0	3.2626
ENSG00000064309	31.9645	12.4427	22.3032	37.5406
ENSG00000064313	458.2152	382.7403	327.5827	669.5158
ENSG00000064393	2842.6283	2031.3941	1794.1767	2158.1919
ENSG00000064419	761.01	495.8431	560.5761	843.5903
ENSG00000064489	60.1197	38.9549	19.0269	53.7122
ENSG00000064490	221.9955	142.7062	86.4556	133.915
ENSG00000064545	131.7399	92.8557	133.2875	175.1294
ENSG00000064547	32.1054	27.8728	11.7232	41.9063
ENSG00000064601	1706.243	1200.9959	1269.1168	2206.267
ENSG00000064607	846.2943	511.6246	575.7097	948.7895
ENSG00000064651	369.0842	234.4761	382.6995	582.6832
ENSG00000064652	141.9544	124.2306	213.7601	294.9056
ENSG00000064655	85.9729	44.8875	7.6044	14.0719
ENSG00000064666	5291.0235	3717.0229	1303.5603	2420.9939
ENSG00000064687	61.7455	42.1958	28.8236	67.5687
ENSG00000064692	136.472	84.5765	49.4236	124.2879
ENSG00000064703	222.8951	162.8261	159.1657	272.7429
ENSG00000064726	1232.91	818.438	1141.1484	1819.8252
ENSG00000064763	27.6032	23.0153	31.5367	37.5147
ENSG00000064787	0	1.1918	0	5.282
ENSG00000064835	0	0	0	0
ENSG00000064886	0	2.1683	2.6509	3.6321
ENSG00000064932	470.4787	357.0342	486.268	708.2401
ENSG00000064933	140.9985	109.9051	113.7057	160.1275
ENSG00000064961	633.5532	455.1026	213.4408	448.9199
ENSG00000064989	8.1374	8.0247	16.0576	11.9736
ENSG00000064995	145.5575	113.8656	94.7786	143.7065
ENSG00000064999	241.4296	147.7955	194.6324	349.8694
ENSG00000065000	2227.5122	1406.8786	1569.6795	2626.8938
ENSG00000065029	133.029	96.4164	82.2593	120.9456
ENSG00000065054	529.6183	344.2556	291.791	439.6258
ENSG00000065057	84.9669	49.955	44.7532	83.0212
ENSG00000065060	141.6274	103.9241	119.3545	175.7117
ENSG00000065135	1474.4983	916.2767	1162.0435	1812.2713
ENSG00000065150	2829.0149	1679.22	1941.3701	3321.7924
ENSG00000065154	1127.7749	688.9824	730.7375	1165.6739
ENSG00000065183	602.9518	216.3067	524.4032	887.4733
ENSG00000065243	898.7156	420.077	436.7736	722.5315
ENSG00000065268	218.6625	147.995	131.3318	193.0677
ENSG00000065308	3781.9076	2330.1683	1329.0145	2159.078
ENSG00000065320	1.9343	1.9166	6.6361	20.6315
ENSG00000065325	0	0	1.5322	3.0469
ENSG00000065328	90.2655	56.299	6.1163	13.3746
ENSG00000065357	569.5576	386.2858	198.9498	431.2066
ENSG00000065361	8.8568	0	1.9074	0
ENSG00000065371	0.0059	0	0.597	0
ENSG00000065413	34.7287	16.6995	29.5915	34.5969
ENSG00000065427	1100.7528	785.1776	889.6502	1585.9406
ENSG00000065457	259.765	170.0463	170.0479	332.6358
ENSG00000065485	229.0526	171.8662	283.1341	482.7244
ENSG00000065491	126.2865	67.9773	60.7019	106.2636
ENSG00000065518	492.2138	264.2139	369.3607	592.2267
ENSG00000065526	494.5077	343.6841	466.3186	600.9833
ENSG00000065534	8414.4237	5243.5511	1638.2981	2318.4088
ENSG00000065548	754.9203	434.476	670.9456	1058.6274
ENSG00000065559	381.5528	256.6232	202.2071	297.9461
ENSG00000065600	66.7253	54.737	127.7203	227.1652
ENSG00000065609	0	0	0	0
ENSG00000065613	760.5323	493.4073	576.7378	904.642
ENSG00000065615	135.5421	139.1964	145.1075	233.9773
ENSG00000065618	8.4	1.0712	17.4824	15.9713
