"Cont_1"	"Cont_2"	"SFN_1"	"SFN_2"
"TSPAN17"	47.7	42.81	45.59	46.83
"TSPAN18"	0.13	0	0.02	0.08
"TSPAN19"	0	0.48	0.36	0.34
"TSPAN2"	3.24	2.37	1.34	1.44
"TSPAN3"	55.06	53.82	50.79	53.25
"TSPAN31"	7.82	6.84	7.73	7.49
"TSPAN32"	0	0	0	0
"TSPAN33"	0.6	1.09	0.31	0.39
"TSPAN4"	121	117.78	108.56	107.64
"TSPAN5"	56.73	65.6	57.53	61.65
"TSPAN6"	13.62	12.41	11.45	10.18
"TSPAN7"	0	0	0	0
"TSPAN8"	0.39	0	0	0
"TSPAN9"	12.63	8.79	11.02	11.32
"TSPEAR"	0	0	0	0
"TSPEAR-AS1"	0	0	0	0
"TSPEAR-AS2"	0	0.51	0	0
"TSPO"	311.18	338.69	366.01	339.03
"TSPO2"	0	0	0	0
"TSPY1"	0	0	0	0
"TSPY10"	0	0	0	0
"TSPY2"	0	0	0	0
"TSPY26P"	0.18	0.57	1.06	0.63
"TSPY3"	0	0	0	0
"TSPY4"	0	0	0	0
"TSPY8"	0	0	0	0
"TSPYL1"	28.29	29.2	30.39	30.12
"TSPYL2"	16.97	16.26	18.54	19.34
"TSPYL4"	38.51	37.85	22.21	22.36
"TSPYL5"	16.58	15.29	11.76	10.39
"TSPYL6"	0	0	0	0.15
"TSR1"	59.5	62.07	50.75	52.49
"TSR2"	51.36	50.47	46.37	49.7
"TSR3"	96.06	97.63	89.96	91.23
"TSSC1"	31.91	37.52	32.81	33.28
"TSSC2"	0.28	0	0	0
"TSSC4"	44.71	45.14	51.25	44.7
"TSSK1B"	0	0	0	0
"TSSK2"	0	0	0	0
"TSSK3"	2.09	1.62	1.34	1.7
"TSSK4"	1.44	1.02	0.7	0.75
"TSSK6"	3.8	5.55	6.78	9.35
"TST"	36.88	33.81	32.57	34.79
"TSTA3"	126.06	136.46	132.93	138.01
"TSTD1"	10.24	12.68	12.08	14.52
"TSTD2"	10.32	12.25	8.85	10.4
"TSTD3"	1.26	2.03	0.32	0.35
"TTBK1"	0	0.01	0	0
"TTBK2"	5.8	5.52	4.29	5.86
"TTC1"	148.27	152.15	148.19	157.58
"TTC12"	4.82	5.58	2.32	2.96
"TTC13"	12.85	13.84	12.91	11.85
"TTC14"	37.12	33.56	21.17	21.57
"TTC16"	0	0	0.05	0
"TTC17"	30.43	31.94	33.74	38.45
"TTC19"	36.7	36.62	25.39	25.91
"TTC21A"	0.73	0.61	0.31	0.32
"TTC21B"	7.75	8.99	5.84	6.86
"TTC21B-AS1"	0	0	0	0
"TTC22"	0	0	0	0
"TTC23"	6.74	8.3	8.73	8.25
"TTC23L"	0.08	0.08	0	0
"TTC24"	0	0	0	0
"TTC25"	0.84	1.15	0.14	0.18
"TTC26"	6.35	8.29	5.73	6.57
"TTC27"	28.34	29.29	17.59	19.27
"TTC28"	4.41	4.48	2.68	3.34
"TTC28-AS1"	5.36	5.27	4.04	3.28
"TTC29"	0.61	0.7	0.99	0.77
"TTC3"	53.26	57.42	42.68	43.48
"TTC30A"	4.29	4.57	4.16	3.71
"TTC30B"	3.83	3.89	3.03	1.99
"TTC31"	17.62	17.55	10.7	9.19
"TTC32"	10.25	10.26	6.34	5.94
"TTC33"	7.33	8.23	5.78	6.49
"TTC34"	0	0	0	0.06
"TTC36"	0	0.22	0	0.44
"TTC37"	56.56	58.69	48.42	48.71
"TTC38"	11.55	14.31	13.85	14.35
"TTC39A"	0.1	0.2	0.1	0.36
"TTC39A-AS1"	0	0	0	0
"TTC39B"	0.7	0.74	0.5	0.44
"TTC39C"	11.4	11.39	8.19	8.57
"TTC39C-AS1"	0	0	0	0
"TTC3P1"	1.17	0.7	0.49	0.66
"TTC4"	25.64	27.7	32	31.33
"TTC41P"	0.08	0.02	0.2	0.14
"TTC5"	25.02	27.14	19.41	19.05
"TTC6"	2.14	2.16	1.22	1.33
"TTC7A"	9.04	8.26	6.82	6.15
"TTC7B"	5.37	6.66	5.97	5.07
"TTC8"	9.13	12.23	7.65	6.89
"TTC9"	0	0.07	0.01	0
"TTC9B"	0	0	0	0
"TTC9C"	49.7	46.62	47.26	48.66
"TTF1"	17.89	17.12	12.28	13.48
"TTF2"	15.68	15.24	10.85	11.43
"TTI1"	29.1	29.21	25.56	25.84
"TTI2"	14.62	15.66	12.58	15.3
"TTK"	34.94	36	30.33	31.05
"TTL"	38.65	37.76	29.59	30.39
"TTLL1"	5	4.19	3.49	5.31
"TTLL10"	0	0	0	0
"TTLL11"	3.39	2.17	1.95	1.64
"TTLL12"	39.98	41.11	34.03	36.69
"TTLL13P"	0	0.17	0.04	0
"TTLL2"	0	0	0.05	0
"TTLL3"	3.46	2.29	2.59	2.36
"TTLL4"	15.81	15.9	14.18	15.28
"TTLL5"	28.79	32.6	28.32	30.9
"TTLL6"	0	0	0	0.05
"TTLL7"	5.07	5.74	4.04	4.65
"TTLL9"	0.5	0	0.05	0.13
"TTN"	0.26	0.34	0.11	0.15
"TTN-AS1"	4.66	4.49	2.36	3.49
"TTPA"	0	0	0	0
"TTPAL"	24.85	25.77	26.75	26.89
"TTR"	0	0	0	0
"TTTY1"	0	0	0	0
"TTTY10"	0	0	0	0
"TTTY11"	0	0	0	0
"TTTY12"	0	0	0	0
"TTTY13"	0	0	0	0
"TTTY14"	0	0	0	0
"TTTY15"	0	0	0	0
"TTTY16"	0	0	0	0
"TTTY17A"	0	0	0	0
"TTTY17B"	0	0	0	0
"TTTY17C"	0	0	0	0
"TTTY18"	0	0	0	0
"TTTY19"	0	0	0	0
"TTTY1B"	0	0	0	0
"TTTY2"	0	0	0	0
"TTTY20"	0	0	0	0
"TTTY21"	0	0	0	0
"TTTY21B"	0	0	0	0
"TTTY22"	0	0	0	0
"TTTY23"	0	0	0	0
"TTTY23B"	0	0	0	0
"TTTY2B"	0	0	0	0
"TTTY3"	0	0	0	0
"TTTY3B"	0	0	0	0
"TTTY4"	0	0	0	0
"TTTY4B"	0	0	0	0
"TTTY4C"	0	0	0	0
"TTTY5"	0	0	0	0
"TTTY6"	0	0	0	0
"TTTY6B"	0	0	0	0
"TTTY7"	0	0	0	0
"TTTY7B"	0	0	0	0
"TTTY8"	0	0	0	0
"TTTY8B"	0	0	0	0
"TTTY9A"	0	0	0	0
"TTTY9B"	0	0	0	0
"TTYH1"	0.05	0.11	0.12	0
"TTYH2"	2.84	3.78	2.26	1.8
"TTYH3"	80.54	89.54	70.88	69.89
"TUB"	0	0	0	0
"TUB-AS1"	0	0	0	0
"TUBA1A"	259.66	282.31	223.09	211.28
"TUBA1B"	2672.9	2903.04	2801.33	2800.54
"TUBA1C"	1080.16	1146.15	992.6	960.8
"TUBA3C"	0	0	0	0
"TUBA3D"	0.31	0.33	0.31	0.06
"TUBA3E"	0.13	0.28	0.09	0.13
"TUBA3FP"	1.63	2.52	0.46	0.58
"TUBA4A"	68.16	69	59.11	62.39
"TUBA4B"	0	0	0	0.08
"TUBA8"	1.6	1.58	0.84	1.28
"TUBAL3"	0	0	0	0
"TUBB"	1654.97	1738.98	1436.86	1387.28
"TUBB1"	1.63	1.67	0.82	0.87
"TUBB2A"	108.63	108.6	98.9	99.75
"TUBB2B"	5.03	5.1	6.29	6.38
"TUBB3"	133.81	143.11	115.59	118.11
"TUBB4A"	0.71	1.05	0.52	0.54
"TUBB4B"	1047.34	1105.59	874.25	823.87
"TUBB6"	216.08	212.96	195.62	197.6
"TUBB8"	0.68	0.29	0.11	0
"TUBBP5"	0	0	0	0
"TUBD1"	5.57	9.45	5.34	5.67
"TUBE1"	11.86	10.78	9.4	9.09
"TUBG1"	140.34	139.15	114.5	118.06
"TUBG2"	19.59	18.45	15.75	16.33
"TUBGCP2"	36.61	40.49	35.81	34.27
"TUBGCP3"	22.9	24.39	19.78	20.88
"TUBGCP4"	14.43	14.16	12.96	14.29
"TUBGCP5"	9.18	9.38	4.89	4.73
"TUBGCP6"	16.74	17.8	13.42	14.42
"TUFM"	244.26	249.59	250.89	247.37
"TUFT1"	50.45	47.06	36.72	38.78
"TUG1"	58.15	62.02	50.18	55.61
"TULP1"	0	0	0	0
"TULP2"	0.28	0	0	0
"TULP3"	24.19	23.39	24.53	26.36
"TULP4"	6.03	6.49	6.53	6.71
"TUNAR"	0	0	0	0
"TUSC1"	28.4	28.09	29.62	25.3
"TUSC2"	35.48	32.36	28.87	28.14
"TUSC3"	72.98	72.72	65.5	64.54
"TUSC5"	0	0	0.02	0
"TUSC7"	0	0	0	0
"TUSC8"	0	0	0	0.21
"TUT1"	18.03	19.31	18.45	18.97
"TVP23A"	0.16	0.26	0.19	0.27
"TVP23B"	56.5	54.39	56.93	59.01
"TVP23C"	5.98	5.1	2.99	2.76
"TVP23C-CDRT4"	2.03	1.73	2.53	1.73
"TWF1"	110.71	109.62	102.44	105.05
"TWF2"	39.7	37.6	35.12	31.94
"TWIST1"	13.08	13.05	9.19	9.9
"TWIST2"	23.44	21.18	19.3	25.95
"TWISTNB"	28.5	32.23	25.33	24.37
"TWSG1"	26.04	26.57	27.27	26.32
"TXK"	3.03	3.51	1.54	1.5
"TXLNA"	54.69	53.5	56.95	56.8
"TXLNB"	0.34	0.02	0.04	0.02
"TXLNG"	14.55	14.36	11.55	13.82
"TXLNGY"	0	0	0	0
"TXN"	740.48	730.79	869.9	817.35
"TXN2"	94.16	91.52	97.37	85.25
"TXNDC11"	20.05	22.41	18.27	17.58
"TXNDC12"	64.84	70.4	64.47	72.33
"TXNDC12-AS1"	0	0	0	0
"TXNDC15"	18.47	17.22	14.88	15.59
"TXNDC16"	10.76	10.55	7.11	7.02
"TXNDC17"	35.61	40.19	29.49	33.19
"TXNDC2"	0	0	0	0
"TXNDC5"	157.02	161.78	166.02	160.4
"TXNDC8"	0	0	0.04	0
"TXNDC9"	77.42	77.56	75.44	66.66
"TXNIP"	127.13	135.43	58.69	58
"TXNL1"	69.87	62.47	57.3	57.42
"TXNL4A"	79.14	80.48	79.82	85.19
"TXNL4B"	14.29	12.96	19.11	20.5
"TXNRD1"	148.23	153.28	587.49	601.69
"TXNRD2"	28.92	29.17	27.19	29.06
"TXNRD3"	7.87	8.37	5.68	6.02
"TXNRD3NB"	0	0	0	0.11
"TYK2"	84.24	89.31	66.68	63.96
"TYMP"	1.77	2.94	2.5	0.69
"TYMS"	112.71	124.51	82.44	78.58
"TYMSOS"	4.45	3.79	3.74	1.83
"TYR"	0	0	0	0
"TYRO3"	10.29	10.14	10.46	10.79
"TYRO3P"	0.29	0.3	0.23	0.59
"TYROBP"	0	0	0	0
"TYRP1"	0.03	0	0.05	0
"TYSND1"	8.15	8.41	6.96	6.46
"TYW1"	15.04	18.54	18.74	19.69
"TYW1B"	2.07	1.21	1.42	1.04
"TYW3"	16.99	17.17	24.74	27.13
"TYW5"	4.09	4.18	3.53	3.46
"U2AF1"	375.66	360.98	304.68	319.86
"U2AF1L4"	8.34	8.34	6.98	9.21
"U2AF2"	181.67	175.64	174.38	177.92
"U2SURP"	44.56	49.08	34.33	35.46
"UACA"	63.26	66.18	41.71	43.18
"UAP1"	245.12	248.25	209.37	231.3
"UAP1L1"	19.29	17.64	14.08	13.12
"UBA1"	204.46	208.19	216.98	217.35
"UBA2"	108.96	110.75	92.43	97.17
"UBA3"	39.6	40.11	33.48	32.8
"UBA5"	32.46	37.75	24.57	25.46
"UBA52"	473.31	469.13	500.02	507.94
"UBA6"	51.3	55.88	43.88	46.62
"UBA6-AS1"	9.13	8.37	9.72	9.65
"UBA7"	1.64	0.87	1.17	0.79
"UBAC1"	32.37	34.83	27.42	24.82
"UBAC2"	29.34	36.24	36.65	34.83
"UBAC2-AS1"	1.42	1.91	1.61	0.65
"UBALD1"	27.7	25.97	39.32	44.59
"UBALD2"	46.01	49.7	104.56	107.43
"UBAP1"	104.85	103.84	116.26	116.3
"UBAP1L"	0	0.8	0.78	0.38
"UBAP2"	67.17	73.06	54.65	55.87
"UBAP2L"	120.8	122.82	119.89	126.18
"UBASH3A"	0	0	0	0
"UBASH3B"	60.72	61.04	56.1	60.12
"UBB"	1571.03	1523.91	1791.21	1945.82
"UBC"	754.38	779.41	1015.39	1048.65
"UBD"	0.12	0	0	0
"UBE2A"	97.53	103.41	97.44	97.6
"UBE2B"	44.37	42.69	42.79	44.72
"UBE2C"	344.36	348.94	350.47	344.77
"UBE2D1"	16.71	17.7	14.91	14.83
"UBE2D2"	97.55	94.37	90.21	91.97
"UBE2D3"	141.66	144.7	149.6	153.54
"UBE2D4"	4.88	5.43	3.7	4.31
"UBE2DNL"	0	0	0	0
"UBE2E1"	92.33	93.89	71.92	71.96
"UBE2E1-AS1"	0.84	0	0	1.22
"UBE2E2"	24.83	25.15	25.14	24.86
"UBE2E3"	106.14	112.57	94.8	103.69
"UBE2E4P"	0	0.2	0.15	0
"UBE2F"	14.12	15.81	16.38	15.3
"UBE2F-SCLY"	0	0	0.26	0.12
"UBE2G1"	45.79	51.31	40.28	43.3
"UBE2G2"	51.96	50.56	41.11	40.5
"UBE2H"	49.51	51.73	53.28	54.47
"UBE2I"	92.34	93.77	76.08	85.49
"UBE2J1"	70.75	71.08	74.4	82
"UBE2J2"	85.28	84.2	74.95	79.92
"UBE2K"	54.78	52.93	43.62	47.23
"UBE2L3"	102.5	101.72	101.69	105.38
"UBE2L6"	20.33	17.43	11.48	14.17
"UBE2M"	166.42	162.12	130.79	138.2
"UBE2MP1"	0.37	0.52	0.1	0.25
"UBE2N"	101.2	101.91	93.1	94.42
"UBE2NL"	0	0	0	0
"UBE2O"	17.79	20.1	19.48	19.67
"UBE2Q1"	37.95	37.61	39.49	35.44
"UBE2Q1-AS1"	0	0	0	0
"UBE2Q2"	15.84	16.52	12.12	10.9
"UBE2Q2L"	0	0.42	0.71	0
"UBE2Q2P1"	1.6	1.08	0.83	0.75
"UBE2Q2P2"	3.4	1.91	2.11	1.47
"UBE2QL1"	0	0	0	0.01
"UBE2R2"	81.07	78.16	76.4	76.34
"UBE2S"	510.37	522.7	565.16	568.78
"UBE2T"	121.8	119.82	101.2	91.42
"UBE2U"	0	0	0	0
"UBE2V1"	290.19	289.34	268.54	279.54
"UBE2V2"	134.25	134.79	133.89	133.98
"UBE2W"	8.18	5.56	6.33	7.1
"UBE2Z"	78.73	83.88	95.93	93.02
"UBE3A"	43.54	45.8	45.97	45.98
"UBE3B"	25.65	24.27	27.44	26.93
"UBE3C"	67.46	69.44	66.46	67.37
"UBE3D"	6.45	6.14	5.6	4.81
"UBE4A"	25.85	29.31	22.7	24.93
"UBE4B"	23.86	26.18	22.55	24.76
"UBFD1"	35.68	36.69	40.1	40.96
"UBIAD1"	18.15	18.65	18.21	17.82
"UBL3"	54.38	60.23	56.78	58.92
"UBL4A"	39.43	35.3	36.51	30.58
"UBL4B"	0	0	0	0
"UBL5"	1199.08	1127.89	1411.63	1502.82
"UBL7"	60.69	68.48	69.25	67.1
"UBL7-AS1"	1.93	5.05	3.71	2.73
"UBLCP1"	39.24	44.6	34.19	34.18
"UBN1"	27.92	30.62	29.16	31.63
"UBN2"	4.4	4.12	4	4.42
"UBOX5"	5.52	4.81	6.53	7.12
"UBOX5-AS1"	0	0.12	0.04	0
"UBP1"	28.87	31.09	35.65	38.31
"UBQLN1"	94.74	104.51	108.45	111.44
"UBQLN2"	22.69	23.95	18.98	18.7
"UBQLN3"	0	0	0	0
"UBQLN4"	35.31	38.17	33.26	33.36
"UBQLNL"	0.04	0.04	0.19	0.08
"UBR1"	13.32	15.28	10.87	11.67
"UBR2"	10.64	10.46	12.81	14.14
"UBR3"	15.1	16.2	15.38	16.08
"UBR4"	54.84	57.94	56.16	64.07
"UBR5"	15.26	17.03	16.25	17.99
"UBR5-AS1"	1.09	0.58	0.15	0.57
"UBR7"	19.23	21.03	18.88	19.46
"UBTD1"	26.72	26.16	41.56	39.13
"UBTD2"	18.66	17.94	13.96	13.53
"UBTF"	46.63	47.01	48.04	49.97
"UBTFL1"	0	0	0	0
"UBXN1"	152.82	162.86	153.75	148.06
"UBXN10"	0	0	0	0
"UBXN10-AS1"	0	0	0	0
"UBXN11"	20.15	17.44	16.53	19.83
"UBXN2A"	21.75	22.9	19.23	22.56
"UBXN2B"	4.21	3.87	3.88	4.37
"UBXN4"	63.11	64.94	53.59	59.42
"UBXN6"	115.45	122	136.91	134.23
"UBXN7"	21.25	20.52	19.37	22.44
"UBXN8"	16.55	17.64	15.75	16.62
"UCA1"	0.74	1.34	0.8	0.69
"UCHL1"	869.73	853.08	931.37	910.31
"UCHL1-AS1"	0	0	0	0
"UCHL3"	115.73	125.4	109.2	104.2
"UCHL5"	60.36	57.49	45.43	49.42
"UCK1"	46.59	45	41.67	40.4
"UCK2"	46.95	49.42	41.78	44.07
"UCKL1"	33.15	42.59	31.04	29.14
"UCKL1-AS1"	5.79	5.69	5.78	5.87
"UCMA"	0	0	0	0
"UCN"	0	0	0.21	0.27
"UCN2"	3.38	2.86	1.69	1.39
"UCN3"	0	0	0	0
"UCP1"	0	0	0	0
"UCP2"	37.45	40.44	36.82	37.71
"UCP3"	0.72	0.34	1.27	0.54
"UEVLD"	18.81	17.35	17.34	16.76
"UFC1"	74.19	75.78	82.15	92.04
"UFD1L"	82.62	82.85	82.18	93.98
"UFL1"	18.13	19.74	15.45	15.53
"UFM1"	65.42	68.28	69.81	78.21
"UFSP1"	0.82	0.87	1.78	1.9
"UFSP2"	23.27	22.19	15.01	15.59
"UG0898H09"	0	0	0	0
"UGCG"	67.81	69.95	53.77	61.28
"UGDH"	49.85	49.39	111.18	114.89
"UGDH-AS1"	0.86	0.95	0.74	0.43
"UGGT1"	24.69	27.72	24.57	27.35
"UGGT2"	15.3	15.41	11.76	12.98
"UGP2"	94.89	101.62	82.59	79.46
"UGT1A1"	0	0	0	0
"UGT1A10"	0	0	0	0
"UGT1A3"	0	0	0	0
"UGT1A4"	0	0	0	0
"UGT1A5"	0	0	0	0
"UGT1A6"	0	0.06	0	0.12
"UGT1A7"	0	0	0	0
"UGT1A8"	0	0	0	0
"UGT1A9"	0	0	0	0
"UGT2A1"	0	0	0	0
"UGT2A2"	0	0	0	0
"UGT2A3"	0.09	0	0	0
"UGT2B10"	0	0	0	0
"UGT2B11"	0	0	0	0
"UGT2B15"	0	0	0	0
"UGT2B17"	0	0	0.04	0
"UGT2B28"	0.07	0	0	0
"UGT2B4"	0	0	0	0
"UGT2B7"	6.93	8.28	4.86	4.08
"UGT3A1"	0	0	0	0
"UGT3A2"	0	0	0	0.05
"UGT8"	9.29	8.64	5	4.76
"UHMK1"	58.17	63.62	52.8	61.73
"UHRF1"	131.99	130.99	93.88	99.4
"UHRF1BP1"	6.9	8.01	7.78	8.24
"UHRF1BP1L"	12.69	14.98	14.43	16.56
"UHRF2"	17.5	17.36	22.03	22.29
"UIMC1"	23.9	24.13	22.38	22
"ULBP1"	0.72	0.8	0.67	0.83
"ULBP2"	6.13	6.42	8.27	7.34
"ULBP3"	4.61	4.52	1.98	2.69
"ULK1"	16.78	18.03	24.25	24.85
"ULK2"	5.16	5.5	3.7	3.34
"ULK3"	27.56	29.38	23.87	23.03
"ULK4"	0.51	0.88	0.71	0.38
"ULK4P1"	0.34	0.4	0.17	0.04
"ULK4P2"	0.34	0.4	0.17	0.04
"ULK4P3"	1.32	1.22	1.52	1.57
"UMAD1"	8.75	10.9	7.59	8.47
"UMOD"	0	0	0	0
"UMODL1"	0.05	0.06	0.03	0
"UMODL1-AS1"	0	0	0	0
"UMPS"	20.59	20.1	18.01	17.67
"UNC119"	27.02	21.46	22.98	19.45
"UNC119B"	34.57	37.3	34.41	34.4
"UNC13A"	0.17	0.09	0.16	0.14
"UNC13B"	23.44	27.14	22.04	22.67
"UNC13C"	0	0	0	0
"UNC13D"	1.51	1.69	1.09	0.9
"UNC45A"	67.51	72.11	72.84	70.34
"UNC45B"	0	0	0	0
"UNC50"	39.85	41.11	28.98	31.05
"UNC5A"	0	0.1	0	0
"UNC5B"	0	0.09	0	0
"UNC5B-AS1"	0	0	0	0
"UNC5C"	0.04	0.03	0.01	0.02
"UNC5CL"	0.23	0.49	0.54	0.55
"UNC5D"	0	0	0	0
"UNC79"	0	0	0	0.04
"UNC80"	0.01	0	0	0
"UNC93A"	0	0.16	0.08	0
"UNC93B1"	12.82	14.06	10.71	10.07
"UNCX"	0	0	0	0
"UNG"	62.03	60.2	39.25	37.23
"UNK"	53.4	59.65	53.97	54.1
"UNKL"	14.59	14.96	18.88	20.13
"UNQ6494"	0	0	0	0
"UOX"	0	0.07	0.72	0.13
"UPB1"	0	0	0	0
"UPF1"	106.37	105.65	118.17	122.91
"UPF2"	18.95	21.05	19.69	21.52
"UPF3A"	74.67	71.81	55.53	53.83
"UPF3B"	28.17	25.24	29.1	31.49
"UPK1A"	0	0	0.2	0
"UPK1A-AS1"	0	0	0.27	0
"UPK1B"	0	0.35	0.04	0.28
"UPK2"	0	0	0	0
"UPK3A"	0	0	0	0
"UPK3B"	0	0	0.16	0.14
"UPK3BL"	22.36	19.58	17.66	20.87
"UPP1"	29.84	39.11	45.82	51.75
"UPP2"	0	0	0	0.04
"UPRT"	6.94	6.54	6.16	6.21
"UQCC1"	57.04	63.29	64.78	66.79
"UQCC2"	54.63	41.87	43.39	45.24
"UQCC3"	25.43	26.39	25.17	29.52
"UQCR10"	126.89	122.72	111.23	107.42
"UQCR11"	214.16	202.65	195.94	194.98
"UQCRB"	26.72	23.64	21.49	21.07
"UQCRBP1"	0.16	0.52	0.93	0.17
"UQCRC1"	124.99	130.17	121.67	117.02
"UQCRC2"	120.71	118.26	115.21	117.2
"UQCRFS1"	207.28	224.65	205.73	201.53
"UQCRH"	913.84	833.29	915.61	865.29
"UQCRHL"	46.94	39.45	21.09	49.72
"UQCRQ"	97.98	77.99	80.09	83.63
"URAD"	0	0	0	0
"URAHP"	1.88	1.89	4.74	1.73
"URB1"	18.86	19.52	14.03	13.75
"URB1-AS1"	3.38	8.34	8.27	9.67
"URB2"	13.42	15.08	12.42	12.52
"URGCP"	24.98	23.49	29.34	27.57
"URGCP-MRPS24"	2.26	1.32	1.17	0
"URI1"	39.67	39.91	36.83	34.44
"URM1"	39.2	41.57	38.99	40.62
"UROC1"	0	0	0	0
"UROD"	148.81	170.47	145.7	141.56
"UROS"	27.37	25.35	28.69	24.81
"USB1"	59.82	61.74	57.25	64.09
"USE1"	28.18	31.55	26.57	30.8
"USF1"	33.82	31	30.07	31.63
"USF2"	69.23	73.41	72.93	78.04
"USH1C"	0	0	0	0
"USH1G"	0	0	0.02	0
"USH2A"	0	0.01	0.03	0
"USHBP1"	0	0.04	0.03	0
"USMG5"	1037.34	981.83	941.46	910.02
"USO1"	48.42	52.72	53.72	56.82
"USP1"	70.43	79.79	52.84	51.34
"USP10"	113.23	113.21	111.84	120.62
"USP11"	54.39	58.18	46.23	50.93
"USP12"	26.2	29.29	29.85	32.02
"USP12-AS1"	0	0	0	0
"USP12-AS2"	0.17	0	0.41	0
"USP13"	8.73	8.31	6.68	6.95
"USP14"	33.43	35.35	30.81	30.31
"USP15"	18.73	20.12	17.62	18.28
"USP16"	36.75	39.89	29.88	29.08
"USP17L1"	0	0.07	0	0.06
"USP17L10"	0	0	0	0
"USP17L11"	0	0	0	0
"USP17L12"	0	0	0	0
"USP17L13"	0	0	0	0
"USP17L15"	0	0	0	0
"USP17L17"	0	0	0	0
"USP17L18"	0	0	0	0
"USP17L19"	0	0	0	0
"USP17L2"	0	0.27	0.15	0.06
"USP17L20"	0	0	0	0
"USP17L21"	0	0	0	0
"USP17L22"	0	0	0	0
"USP17L24"	0	0	0	0
"USP17L25"	0	0	0	0
"USP17L26"	0	0	0	0
"USP17L27"	0	0	0	0
"USP17L28"	0	0	0	0
"USP17L29"	0	0	0	0
"USP17L3"	0	0	0	0
"USP17L30"	0	0	0	0
"USP17L4"	0	0	0	0
"USP17L5"	0	0	0	0
"USP17L6P"	0	0	0	0
"USP17L7"	0	0.07	0.05	0.19
"USP17L8"	0	0	0	0
"USP17L9P"	0	0	0	0
"USP18"	17.23	16.57	20.67	19.95
"USP19"	13.63	14.72	13.67	15.72
"USP2"	1.26	1.94	0.78	0.7
"USP2-AS1"	0.95	2.12	1.59	1.16
"USP20"	10.91	9.43	11.98	13.53
"USP21"	15.59	15.65	15.38	15.21
"USP22"	98.21	103.59	109.93	110.46
"USP24"	20.19	21.03	18.41	19.94
"USP25"	13.8	12.78	10.9	10.72
"USP26"	0	0	0	0
"USP27X"	1.41	1.42	1.95	1.67
"USP27X-AS1"	0.74	0.88	0.29	0.49
"USP28"	10.06	11.35	8.41	8.81
"USP29"	0	0	0.06	0
"USP3"	10.06	9.71	9.41	9.1
"USP3-AS1"	0.92	0.37	0.63	0.4
"USP30"	7.28	7.15	7.58	6.67
"USP30-AS1"	0	0.38	0	0
"USP31"	6.38	6.22	4.72	4.9
"USP32"	37.82	39.39	38.4	39.01
"USP32P1"	0.39	0.19	0.15	0.29
"USP32P2"	0	0.08	0.13	0.05
"USP33"	33.72	35.37	30.07	33.34
"USP34"	26.62	29.38	21.71	23.64
"USP35"	6.52	5.84	7.33	6.09
"USP36"	41.11	41.94	41.27	43.59
"USP37"	8.93	10	7.39	7.27
"USP38"	14.41	14.01	15.98	17.51
"USP39"	74.88	72.63	75.99	78.99
"USP4"	17.28	16.14	16.96	17.44
"USP40"	16.39	18.23	19.52	19.37
"USP42"	7.78	7.96	7.38	8.43
"USP43"	2.11	1.52	1.31	1.35
"USP44"	4.24	5.37	3.12	3.14
"USP45"	5.32	5.98	4.97	4.93
"USP46"	6.79	6.68	6.27	5.64
"USP46-AS1"	4.06	1.49	1.59	1.29
"USP47"	18.69	22.72	19.72	22.62
"USP48"	43.18	43.98	33.79	34.02
"USP49"	7.04	7.75	4.52	5.22
"USP5"	86.82	84.15	87.87	89.03
"USP50"	0	0	0	0.08
"USP51"	0.18	0.21	0.08	0.08
"USP53"	12.29	12.91	14	15.58
"USP54"	5.86	5.91	3.79	4.21
"USP6"	0.29	0.27	0.19	0.13
"USP6NL"	10	11.56	10.02	11.01
"USP7"	43.67	43.3	47.68	50.6
"USP8"	26.2	25.99	24.65	25.17
"USP9X"	28.3	31.85	25.56	27.25
"USP9Y"	0	0	0	0
"USPL1"	13.02	14.74	13.51	13.77
"UST"	2.64	2.35	1.87	1.73
"UTAT33"	2.02	0	0	0
"UTF1"	0	0	0	0
"UTP11L"	57.27	57.34	54.14	51.8
"UTP14A"	26.95	27.64	23.59	23.55
"UTP14C"	11.94	13.32	15.81	14.99
"UTP15"	13.85	15.14	11.74	11.07
"UTP18"	86.13	87.77	64.91	62.76
"UTP20"	18.76	19.95	12.53	12.68
"UTP23"	23.4	22.57	17.43	19.88
"UTP3"	59.46	54.39	58.03	66.21
"UTP6"	74.76	72.8	53.13	52.47
"UTRN"	20.94	23.06	14.41	16.36
"UTS2"	0	0	0	0
"UTS2B"	0.59	0.91	1	1.59
"UTS2R"	0	0	0.06	0.16
"UTY"	0	0	0	0
"UVRAG"	10.27	10.08	11.23	11.83
"UVSSA"	14.51	16.28	9.26	9.83
"UXS1"	58.75	53.8	57.24	57.84
"UXT"	152.78	166	160.56	159.28
"UXT-AS1"	0	1.08	0.52	1.65
"VAC14"	22.02	23.11	19.72	20.46
"VAC14-AS1"	0.47	0.14	0.4	0.25
"VAMP1"	5.58	5.41	3.73	3.9
"VAMP2"	18.3	16.72	11.96	13.49
"VAMP3"	108.27	111.4	98.42	97.56
"VAMP4"	7.51	8.49	6.6	7.88
"VAMP5"	0	0.93	0.92	0.23
"VAMP7"	41.18	41.58	39.41	41.02
"VAMP8"	66.74	60.14	65.75	58.74
"VANGL1"	5.81	7.74	7.86	8.08
"VANGL2"	0	0.02	0.01	0
