"Cont_1"	"Cont_2"	"SFN_1"	"SFN_2"
"RNF5P1"	60.13	54.07	42.23	46.41
"RNF6"	40.66	42.64	56.14	53.29
"RNF7"	59.76	59.89	67.94	60.8
"RNF8"	5.81	5.48	5.78	6.32
"RNFT1"	13.1	12.51	8.76	9.38
"RNFT2"	1.4	1.81	1.79	1.75
"RNGTT"	6.5	7.29	7.43	8.17
"RNH1"	247.44	246.21	216.56	209.88
"RNLS"	5.46	4.71	6.71	5.89
"RNMT"	8.67	8.67	8.8	9.19
"RNMTL1"	23.89	22.48	35.61	32.66
"RNPC3"	7.43	10.82	8.8	9.53
"RNPEP"	172.23	167.96	135.72	138.45
"RNPEPL1"	34.92	36.21	25.09	24.56
"RNPS1"	206.46	225.73	239.82	226.7
"RNU1-13P"	0	0	0	0
"RNU11"	0	0	44.62	0
"RNU12"	0	0	0	0
"RNU4ATAC"	0	0	0	0
"RNU5D-1"	0	0	0	0
"RNU5E-1"	0	0	0	0
"RNU5F-1"	0	0	0	0
"RNU6-16P"	0	0	0	0
"RNU6-19P"	0	0	0	0
"RNU6-2"	0	0	0	0
"RNU6-28P"	0	0	0	0
"RNU6-31P"	0	0	0	0
"RNU6-33P"	0	0	0	0
"RNU6-34P"	0	0	0	0
"RNU6-35P"	0	0	0	0
"RNU6-48P"	0	0	0	0
"RNU6-52P"	0	0	0	0
"RNU6-53P"	0	0	0	0
"RNU6-57P"	0	0	0	0
"RNU6-64P"	0	0	0	0
"RNU6-66P"	0	0	0	0
"RNU6-67P"	0	0	0	0
"RNU6-69P"	0	0	0	0
"RNU6-71P"	0	0	0	0
"RNU6-72P"	0	0	0	0
"RNU6-76P"	0	0	0	0
"RNU6-78P"	0	0	0	0
"RNU6-79P"	0	0	0	0
"RNU6-81P"	0	0	0	0
"RNU6-83P"	0	0	0	0
"RNU6ATAC"	27.64	0	0	0
"RNU86"	0	0	0	0
"RNVU1-19"	4.28	0	0	0
"RNVU1-20"	0	0	0	0
"RNVU1-8"	0	0	67.21	0
"RNY4"	0	0	0	0
"RNY5"	0	0	0	0
"ROBO1"	12.98	14.09	7.19	7.5
"ROBO2"	0.08	0.05	0.02	0
"ROBO3"	0.26	0.4	0.5	0.48
"ROBO4"	0.01	0.01	0.15	0.08
"ROCK1"	24.79	32.08	28.43	29.98
"ROCK1P1"	0	0	0.04	0
"ROCK2"	18.97	24.47	21.98	23.03
"ROGDI"	63.61	58.5	27.49	27.6
"ROM1"	5.38	5.36	5.41	5.2
"ROMO1"	353.05	358.33	306.14	301.22
"ROPN1"	0	0	0	0
"ROPN1B"	0.06	0	0	0
"ROPN1L"	0.74	0.48	0.36	0.32
"ROPN1L-AS1"	0	0	0	0
"ROR1"	3.63	4.87	6.47	7.06
"ROR1-AS1"	0	0	0	0.07
"ROR2"	5.03	4.96	1.89	1.73
"RORA"	0.07	0.07	0.24	0.28
"RORA-AS1"	2.06	0.89	1.31	1.81
"RORA-AS2"	0	0	0	0
"RORB"	0.47	0.31	0.37	0.37
"RORB-AS1"	0	0	0	0
"RORC"	0.02	0	0	0.02
"ROS1"	0.32	0.19	0.08	0.05
"RP1"	0	0	0	0.03
"RP11-87M18.2"	0	0	0	0
"RP1L1"	0.08	0.06	0.11	0.1
"RP2"	17.7	18.13	17.04	17.67
"RP9"	27.71	25.11	31.25	28.78
"RP9P"	14.53	12.67	18.8	16.7
"RPA1"	109.93	117.94	112.7	110.12
"RPA2"	77.66	76.35	87.42	91.89
"RPA3"	95.15	86.09	77.61	81.66
"RPA4"	0	0.04	0	0.05
"RPAIN"	31.76	29.56	44.99	44.8
"RPAP1"	22.4	22.1	27.05	28.35
"RPAP2"	10.23	10.88	12.9	12.67
"RPAP3"	26.34	29.25	37.9	36.33
"RPARP-AS1"	20.08	19.35	20.96	21.88
"RPE"	32.78	36.49	38.99	41.68
"RPE65"	0	0	0.03	0
"RPEL1"	0.08	0	0.04	0.03
"RPF1"	35.63	37.71	43.31	43.07
"RPF2"	13.98	16.33	22.43	21.31
"RPGR"	4.56	4.53	4.51	3.51
"RPGRIP1"	0	0	0	0.02
"RPGRIP1L"	4.74	5.16	4.36	4.51
"RPH3A"	0	0	0	0
"RPH3AL"	1.11	0.97	1.03	0.98
"RPIA"	25.27	29.7	33.57	31.35
"RPL10"	910.7	862.43	886.33	855.57
"RPL10A"	1755.23	1618.37	1530.69	1532.36
"RPL10L"	0	0	0	0
"RPL11"	2966.91	2919.41	2845.55	2948.29
"RPL12"	3324.48	3191.53	3578.13	3753.94
"RPL13"	775.37	724.39	693.97	682.24
"RPL13A"	701.77	612.72	607.47	666.62
"RPL13AP17"	0	0	0	0
"RPL13AP20"	2.27	2.86	4.04	3.59
"RPL13AP3"	0	0	0	0
"RPL13AP5"	5132	4919.8	4850.14	5024.3
"RPL13AP6"	0	0	0	0.3
"RPL13P5"	2.45	3.22	1.28	1.79
"RPL14"	759.38	751.25	782	798.09
"RPL15"	549.52	516.1	570.81	560.97
"RPL17"	3218.28	3190.8	3620.54	3648.8
"RPL17-C18orf32"	1.59	0.63	1.8	2.3
"RPL18"	1237.72	1190.69	1227.63	1287.53
"RPL18A"	2228.55	2104.07	2072.58	2171.79
"RPL19"	3090.22	2897.37	3059.39	3056.91
"RPL19P12"	0	0	0	0
"RPL21"	0	0	35.03	47.9
"RPL21P28"	2828.79	2846.64	3304.73	3322.89
"RPL21P44"	0.03	0.03	0.05	0.04
"RPL22"	386.46	382.55	356.61	369.27
"RPL22L1"	12.68	12.45	15.9	11.84
"RPL23"	4203.38	4183.34	4242.82	4285.08
"RPL23A"	1479.37	1435.93	1476.17	1495.68
"RPL23AP32"	0	0	0	0
"RPL23AP53"	0.96	0.82	1.04	1.23
"RPL23AP64"	0.57	1.4	1.97	2.87
"RPL23AP7"	11.3	11.3	9.84	11.54
"RPL23AP82"	7.3	6.25	7.84	6.42
"RPL23AP87"	0.45	0.34	0.76	0.59
"RPL23P8"	0.31	0.16	0	0
"RPL24"	2908.09	2782.26	3399.16	3408.94
"RPL26"	3759.31	3759.16	4099.48	4217.23
"RPL26L1"	164.27	159.65	181.01	165.67
"RPL27"	3397.81	3309.31	3596.13	3515.9
"RPL27A"	356.06	322.62	301.14	313.45
"RPL28"	1692.67	1654.87	1494.24	1552.02
"RPL29"	1836.04	1705.67	1732.23	1745.88
"RPL29P2"	0	0	0	0
"RPL3"	2455.71	2280.84	2082.6	2013.08
"RPL30"	2930.11	2784.73	2844.71	2952.41
"RPL31"	2982.08	2780.64	2586.69	2679.16
"RPL31P11"	0	0	0	0
"RPL32"	398.8	390.85	370.28	381.22
"RPL32P3"	3.24	3.69	4.08	3.93
"RPL34"	555.2	539.96	499.44	503.24
"RPL34-AS1"	0.03	0	0	0
"RPL35"	6588.78	6673.48	6889.81	6845.87
"RPL35A"	2416.13	2321.76	2519.55	2619.19
"RPL36"	2268.81	2139.78	2017.57	1934.98
"RPL36A"	1143.39	1113.94	1054.34	1094.67
"RPL36A-HNRNPH2"	27.97	14.48	0.81	5.06
"RPL36AL"	655.03	636.86	640.46	629.96
"RPL37"	702.11	642.42	617.48	645.81
"RPL37A"	3839.29	3817.07	3983.67	3983.13
"RPL38"	3114.39	3021.85	2994.52	3071.55
"RPL39"	3744.5	3648.2	4031.94	4200.77
"RPL39L"	100.14	110.61	110.73	103.22
"RPL3L"	1.31	0.45	0.45	0.35
"RPL4"	2950.86	2853.45	3071.43	3032.74
"RPL41"	7370.41	6697.15	6032.9	5639.84
"RPL5"	1688.05	1660.03	1865.47	1917.6
"RPL6"	2421.76	2433.35	2537.82	2523.73
"RPL7"	3030.47	3134.28	3413.93	3317.83
"RPL7A"	5739.58	5470.15	5513.91	5618.31
"RPL7L1"	52.77	61.23	69.53	67.72
"RPL8"	4401.88	4111	4092.72	4012.24
"RPL9"	1472.77	1397.4	1605.6	1618.46
"RPLP0"	5110.27	4863.08	4179.63	4300.41
"RPLP0P2"	0.05	0.13	0.26	0.24
"RPLP1"	8909.74	8592.25	7738.4	7868.57
"RPLP2"	2177.98	2217.15	1891.87	2037.05
"RPN1"	301.79	335.71	336.63	337.47
"RPN2"	220.43	240.91	280.44	281.57
"RPP14"	9.27	10.89	12.28	12.31
"RPP21"	47.59	54.25	54.45	53.63
"RPP25"	17.82	19.03	21.3	19.73
"RPP25L"	43.95	36.65	39.32	37.29
"RPP30"	29.84	32.15	34	34.19
"RPP38"	35.49	38.5	43.31	43.2
"RPP40"	13.45	14.65	18.54	16.65
"RPPH1"	9.59	5.85	19.08	9.15
"RPRD1A"	34.55	39.48	42.38	45.32
"RPRD1B"	30.38	33.07	32.05	32.22
"RPRD2"	16.95	18.78	18.17	19.26
"RPRM"	0.08	0.08	0.06	0.05
"RPRML"	0	0	0	0
"RPS10"	1597.59	1542.45	1491.51	1487.64
"RPS10-NUDT3"	0.21	0	0.21	0.29
"RPS10P7"	1.62	2.07	2.52	3.22
"RPS11"	3226.58	3081.87	2666.64	2793.89
"RPS12"	4000.21	4008.15	3954.91	4209.61
"RPS13"	2207.86	2222.33	2619.86	2617.52
"RPS14"	5361.91	4867.67	5009.41	4569.27
"RPS14P3"	0.16	0.47	1.19	0.74
"RPS15"	2006.82	2061	2188.38	2103.8
"RPS15A"	4648.06	4439.84	4915.46	4893.13
"RPS15AP10"	0	0.14	0.21	0.1
"RPS16"	1984.5	1852.84	1836.05	1844.11
"RPS16P5"	0	0	0	0
"RPS17"	4580.3	4457.87	4317.96	4431.52
"RPS18"	5353.68	5056.13	4855.66	5060.16
"RPS18P9"	0.97	0.72	1.37	2.01
"RPS19"	817.01	809.99	878.54	915.35
"RPS19BP1"	94.67	95.3	136.45	137.56
"RPS2"	5342.94	5203.95	5674.06	5412.67
"RPS20"	1450.63	1409.09	1309.39	1420.78
"RPS21"	3588.8	3291.9	3140.18	3176.2
"RPS23"	352.78	354.99	360.13	379.49
"RPS24"	3775	3718.44	3679.38	3762.6
"RPS25"	3327.66	3271.78	3234.99	3430.95
"RPS26"	1236.94	1225.59	1190.61	1151.26
"RPS26P11"	0.14	0.29	0	0.2
"RPS27"	8187.37	7745.06	7431.79	7849.65
"RPS27A"	1418.06	1517.08	1575.02	1724.52
"RPS27L"	47.13	41.82	43.42	46.2
"RPS28"	2573.3	2429.23	2364.81	2341.89
"RPS29"	2954.35	2861.72	2638.12	2740.5
"RPS2P32"	0.54	0.61	0.64	0.57
"RPS3"	2588.52	2462.17	2240.61	2339.5
"RPS3A"	2190.12	2173.7	2273.44	2287.35
"RPS4X"	2060.57	1983.03	2042.73	2142.7
"RPS4Y1"	0	0	0	0
"RPS4Y2"	0	0	0	0
"RPS5"	4779.24	4636.84	4470.99	4493.35
"RPS6"	2875.56	2572.09	2682.72	2596.01
"RPS6KA1"	73.66	74.13	77.1	73.72
"RPS6KA2"	23.45	24.26	8.34	10.22
"RPS6KA2-AS1"	0	0	0	0
"RPS6KA2-IT1"	0	0	0	0
"RPS6KA3"	15.14	17.78	17.44	16.96
"RPS6KA4"	112.82	122.92	128.72	114.08
"RPS6KA5"	4.33	4.56	5.7	5.75
"RPS6KA6"	0.36	0.44	0.25	0.3
"RPS6KB1"	12.57	13.84	15.75	15.72
"RPS6KB2"	79.14	84.49	73.12	77.51
"RPS6KC1"	14.23	14.24	18.51	19.03
"RPS6KL1"	0.32	0.44	0.38	0.73
"RPS7"	2057.5	2080	2063.3	2145.54
"RPS7P5"	0	0	0	0
"RPS8"	3029.66	2866.63	2833.23	2890.67
"RPS9"	2605.78	2435.4	2319.09	2352.46
"RPSA"	1316.1	1313.82	1443.17	1426.2
"RPSAP52"	5.54	6.48	11.25	8.71
"RPSAP58"	187.64	175.72	171.2	169.38
"RPSAP9"	4.15	4.89	3.37	3.93
"RPTN"	0.28	0.12	0	0
"RPTOR"	15.28	17.02	14.13	13.61
"RPUSD1"	76.43	81.23	110.26	107.31
"RPUSD2"	24.37	27.44	26.28	27.33
"RPUSD3"	32	28.93	32.4	32.27
"RPUSD4"	27.66	27.76	30.46	28.66
"RQCD1"	46.41	48.71	55.3	50.81
"RRAD"	0.24	0.32	0.7	0.42
"RRAGA"	67.45	68.69	67.76	63.66
"RRAGB"	13.14	9.46	6.23	6.82
"RRAGC"	25.92	25.8	29.76	31.85
"RRAGD"	0	0	0	0
"RRAS"	80.7	76.86	51.14	55.05
"RRAS2"	82.34	94.16	118.35	123.49
"RRBP1"	45.49	56.78	64.28	66.9
"RREB1"	4.16	4.55	4.61	4.86
"RRH"	0	0.07	0.16	0
"RRM1"	213.19	234.72	168.79	168.29
"RRM2"	133.1	153.19	92.16	100.22
"RRM2B"	6.1	6.35	8.03	8.58
"RRN3"	31.12	34.78	52.64	51.75
"RRN3P1"	0.61	0.58	0.62	1.33
"RRN3P2"	0.15	0.07	0.15	0.23
"RRN3P3"	2.8	3.12	3.29	3.25
"RRNAD1"	41.01	34.99	34.86	36.22
"RRP1"	55.94	66.05	77.56	64.79
"RRP12"	31.48	37.1	53.35	50.9
"RRP15"	9.98	11.41	16.48	15.65
"RRP1B"	19.4	25.15	24.14	24.68
"RRP36"	52.18	55.2	68.45	70.56
"RRP7A"	24.24	27.78	29.71	28.48
"RRP7BP"	4.1	5.92	4.14	6.23
"RRP8"	20.6	24.04	29.35	27
"RRP9"	37.94	41.15	54.02	50.88
"RRS1"	56.01	67.29	90.28	80.28
"RRS1-AS1"	0.04	0.06	0.05	0.05
"RS1"	0	0	0	0
"RSAD1"	14.5	15.29	16.89	15.74
"RSAD2"	5.67	6.31	7.62	7.76
"RSBN1"	2.32	2.44	2.51	2.74
"RSBN1L"	12.9	14.48	12.71	12.74
"RSC1A1"	7.56	7.88	10.96	11.89
"RSF1"	14.81	17.31	20.73	20.73
"RSG1"	3.7	3.31	4.19	3.75
"RSL1D1"	69.04	75.02	105	104.06
"RSL24D1"	152.94	149.83	189.25	202.72
"RSPH1"	3.83	3.99	1.67	2.43
"RSPH10B"	0.02	0.01	0.14	0.23
"RSPH10B2"	0.02	0.01	0.14	0.23
"RSPH14"	0.33	0.14	0.5	0.19
"RSPH3"	6.36	7.1	7.37	8.7
"RSPH4A"	0.02	0.06	0.06	0.11
"RSPH6A"	0.02	0	0.1	0.09
"RSPH9"	0.07	0	0.2	0
"RSPO1"	0	0	0	0
"RSPO2"	0	0	0	0
"RSPO3"	0	0.01	0	0
"RSPO4"	0	0	0	0.03
"RSPRY1"	18.83	18.79	22.55	24.77
"RSRC1"	31.46	34.16	33.16	36.85
"RSRC2"	41.7	43.71	43.88	42.11
"RSRP1"	27.14	32	27.63	33.32
"RSU1"	48.24	46.96	41.06	42.97
"RSU1P2"	0	0	0	0
"RTBDN"	0.19	0.13	0.06	0
"RTCA"	19.55	19.03	28.5	31.17
"RTCA-AS1"	0.79	0.7	1.18	0.84
"RTCB"	69.04	74.7	94.77	94.85
"RTEL1"	6.62	7.56	4.32	4.75
"RTEL1-TNFRSF6B"	0.55	0.53	0.23	0
"RTF1"	36.47	39.92	34.58	35.98
"RTFDC1"	183.68	179.92	189.65	190.61
"RTKN"	58.5	62.11	66.91	64.39
"RTKN2"	39.55	44.92	27.11	28.6
"RTL1"	0	0	0	0
"RTN1"	0	0.03	0.1	0.09
"RTN2"	12.54	12.14	10.08	11.28
"RTN3"	116.9	123.91	110.77	125.31
"RTN4"	339.99	361.01	331.57	340
"RTN4IP1"	8.79	9.11	8.16	7.8
"RTN4R"	43.57	38.02	26.04	27.16
"RTN4RL1"	19.51	19.8	17.55	17.54
"RTN4RL2"	0.2	0.47	0.36	0.29
"RTP1"	0.05	0	0	0
"RTP2"	0	0	0	0
"RTP3"	0	0	0	0
"RTP4"	9.51	11.95	7.97	11.75
"RTP5"	0	0	0	0
"RTTN"	5.34	6.28	6.35	6.66
"RUFY1"	51.79	51.41	42.99	46.84
"RUFY2"	11.63	11.53	11.87	11.6
"RUFY3"	7.83	8.57	6.75	6.27
"RUFY4"	0	0.02	0	0
"RUNDC1"	18.86	20.86	21.09	20.36
"RUNDC3A"	0.3	0.26	1.05	0.84
"RUNDC3A-AS1"	0.03	0.07	0.1	0.07
"RUNDC3B"	0.11	0.09	0.06	0.05
"RUNX1"	17.6	22.36	26.47	27.72
"RUNX1-IT1"	0	0	0	0
"RUNX1T1"	0	0	0	0
"RUNX2"	1.83	1.95	2	2.16
"RUNX3"	0	0	0	0.02
"RUSC1"	118.37	116.94	98.99	100.63
"RUSC1-AS1"	0.5	0.83	1.02	1.1
"RUSC2"	4.32	4.53	5.46	5.69
"RUVBL1"	135.36	151.06	152.79	147.45
"RUVBL1-AS1"	0	0	0.2	0
"RUVBL2"	276.02	296	302.41	287.85
"RWDD1"	33.83	37.82	43.63	42.62
"RWDD2A"	2.34	2.47	2.45	1.86
"RWDD2B"	17.56	17.84	27.46	23.04
"RWDD3"	14.2	13.38	12.28	15.64
"RWDD4"	11.87	12.85	13.2	13.64
"RXFP1"	0	0	0	0
"RXFP2"	0	0	0	0
"RXFP3"	0	0	0	0
"RXFP4"	0.21	0.37	0.24	0.64
"RXRA"	118.24	124.06	62.55	72.93
"RXRB"	20.53	18.87	17.58	17.75
"RXRG"	0.03	0.05	0.1	0.05
"RYBP"	7.53	8.3	8.83	9.76
"RYK"	50.84	55.24	51.9	49.81
"RYR1"	2.38	1.74	1.38	1.03
"RYR2"	0.18	0.13	0.33	0.35
"RYR3"	0.03	0.04	0.06	0.08
"S100A1"	3.02	2.7	3.18	3.35
"S100A10"	2086.2	2001.96	1463.15	1504.5
"S100A11"	3881.04	3816.72	3446.45	3382.29
"S100A12"	0	0	0.3	0
"S100A13"	736.83	686.57	518.39	526.34
"S100A14"	1957.97	1790.68	1448.85	1431.3
"S100A16"	744.83	732.48	838.85	809.03
"S100A2"	3071.19	2639.61	861.32	903.03
"S100A3"	17.81	18.94	5.41	6.34
"S100A4"	109.84	94.46	78.04	84.41
"S100A5"	0.68	0.99	1.06	1.21
"S100A6"	3872.17	2642.67	1669.89	1584.61
"S100A7"	0.62	0.21	0	0
"S100A7A"	0	0	0	0
"S100A7L2"	0	0	0	0
"S100A8"	0.15	0	0.25	0
"S100A9"	0.39	0.4	0.83	1.11
"S100B"	0	0	0	0
"S100G"	0	0	0	0
"S100P"	2.55	2.79	0.26	2.28
"S100PBP"	11.52	11.1	10.46	9.37
"S100Z"	0	0	0	0.14
"S1PR1"	0	0.02	0.03	0
"S1PR2"	0.99	1.27	1.02	1.18
"S1PR3"	0.02	0.13	0.12	0.2
"S1PR4"	0.46	0.32	0.32	0.29
"S1PR5"	27.29	28.07	15.44	14.9
"SAA1"	1.64	4.56	70.23	63.52
"SAA2"	0.13	0.26	8.39	6.42
"SAA2-SAA4"	0	0	0.57	0.79
"SAA3P"	0	0	0	0
"SAA4"	0	0	0	0
"SAAL1"	46.73	51.98	52.35	47.93
"SAC3D1"	61.62	66.48	56.03	49.41
"SACM1L"	18.11	20.72	22.62	23.67
"SACS"	1.14	1.4	1.77	1.94
"SACS-AS1"	0	0	0	0
"SAE1"	178.48	196.18	180.41	176.94
"SAFB"	86.09	94.77	99.8	96.2
"SAFB2"	42	47.52	52.27	51.37
"SAG"	0	0	0	0
"SAGE1"	0	0	0	0
"SALL1"	0	0	0	0
"SALL2"	0.23	0.3	0.07	0.14
"SALL3"	0	0	0	0
"SALL4"	3.33	3.75	1.36	1.5
"SALRNA1"	0	0.05	0	0.07
"SALRNA2"	0	0.03	0	0.07
"SALRNA3"	0	0.06	0	0
"SAMD1"	57.74	61.66	36.86	33.74
"SAMD10"	10.22	11.29	14.34	15.81
"SAMD11"	56.45	50.85	4.49	6.79
"SAMD12"	1.03	1.32	1.42	1.9
"SAMD12-AS1"	0.2	0	0	0.27
"SAMD13"	0.33	0.33	0.16	0
"SAMD14"	0.07	0.08	0.05	0.13
"SAMD15"	1.94	2.13	1.09	1.3
"SAMD3"	0.03	0	0	0.04
"SAMD4A"	10.18	12.2	9.37	10.48
"SAMD4B"	20.67	23.59	25.71	28.17
"SAMD5"	0	0.01	0.06	0.07
"SAMD7"	0	0	0	0
"SAMD8"	10.66	11.94	11.91	13.36
"SAMD9"	62.93	70.29	46.69	54.03
"SAMD9L"	7.62	9.48	6.37	8.45
"SAMHD1"	34.88	43.14	36.08	41.81
"SAMM50"	57.8	59.14	56.89	55.94
"SAMSN1"	0.09	0	0.04	0
"SAMSN1-AS1"	0	0	0	0
"SAP130"	22.11	24.09	23.54	24.08
"SAP18"	106.94	102.17	122.03	126.95
"SAP25"	1.8	1.59	1.79	1.71
"SAP30"	21.8	25.16	18.79	19.5
"SAP30BP"	48.1	48.19	51.86	50.76
"SAP30L"	16.33	17.04	12.49	13.69
"SAP30L-AS1"	0.4	0.4	0.27	0.59
"SAPCD1"	0.29	0.72	0.4	0.35
"SAPCD1-AS1"	0.71	0.77	0.94	2.85
"SAPCD2"	80.44	104.21	98	97.14
"SAR1A"	59.12	64.2	70.25	75.91
"SAR1B"	13.8	15.72	21.11	20.42
"SARAF"	104.9	106.99	119.03	123.15
"SARDH"	0.05	0.03	0.05	0.09
"SARM1"	1.09	1.21	1.33	1.51
"SARNP"	148.65	143.12	156.12	145.78
"SARS"	163.51	160.84	189.11	184.46
"SARS2"	14.27	14.78	8.64	8.3
"SART1"	64.96	65.96	72.6	69.07
"SART3"	35.12	40.18	44	43.74
"SASH1"	11.93	11.56	7.23	8.89
"SASH3"	0	0	0	0
"SASS6"	10.81	12.57	10.88	12.08
"SAT1"	44.23	33.6	43.02	45
"SAT2"	40.94	35.22	35.07	33.32
"SATB1"	0.16	0.21	0.18	0.31
"SATB1-AS1"	0	0	0	0
"SATB2"	1.81	2.11	2.1	2.12
"SATB2-AS1"	0.02	0	0.02	0
"SATL1"	0	0	0	0.04
"SAV1"	22.96	25.64	40.89	42.68
"SAXO1"	0	0	0	0
"SAXO2"	2.76	2.96	4.67	5.33
"SAYSD1"	7.53	8.08	6.42	6.48
"SBDS"	155.4	156.02	220.93	211.67
"SBDSP1"	50.52	53.74	83.02	80.4
"SBF1"	16.36	19.15	19.49	19.76
"SBF1P1"	0	0	0	0
"SBF2"	10.04	11.28	8.49	9.37
"SBF2-AS1"	9.25	8.1	5.5	5.67
"SBK1"	0.65	0.85	0.55	0.87
"SBK2"	0	0	0	0
"SBK3"	0	0	0	0
"SBNO1"	9.73	12.4	12.88	13.19
"SBNO2"	30.39	35.04	36.37	36.88
"SBSN"	0.07	0	0.1	0.22
"SBSPON"	0.01	0.07	0.06	0.02
"SC5D"	68.46	55.88	26.67	30.32
"SCAF1"	52.77	59.53	62.55	60.85
"SCAF11"	30.5	34.2	29.64	30.11
"SCAF4"	20.05	24.83	28.99	31.28
"SCAF8"	17.75	20.13	18.83	18.8
"SCAI"	1.92	2.21	1.61	1.79
"SCAMP1"	11.4	11.8	10.5	11.54
"SCAMP1-AS1"	6.57	5.89	5.05	6.24
"SCAMP2"	110.21	107.42	102.41	102.3
"SCAMP3"	110	106.44	131.96	126.08
"SCAMP4"	34.02	35.59	28.09	31.03
"SCAMP5"	2.71	2.55	1.85	2.41
"SCAND1"	99.67	87	84.88	83.94
"SCAND2P"	3.08	3.92	3.89	4.33
"SCAP"	16.03	19.59	18.21	20.11
"SCAPER"	5.25	4.96	3.82	4.52
"SCARA3"	88.23	86.9	82.54	85.37
"SCARA5"	0.1	0.08	0.02	0.15
"SCARB1"	68.47	67.15	34.95	34.97
"SCARB2"	29.51	31.52	28.79	32.02
"SCARF1"	0.77	0.93	0.6	0.93
"SCARF2"	1.19	0.96	1.11	1.08
"SCARNA1"	0	0	0	0
"SCARNA10"	1.11	0.79	2.02	1.76
"SCARNA11"	0	0	0	0
"SCARNA12"	13.71	14.49	26.29	23.91
"SCARNA13"	2.84	2.62	0.98	0
"SCARNA14"	0	0	0	0
"SCARNA15"	0	0	0	0
"SCARNA16"	0	0	6.39	0
"SCARNA17"	14.9	13.48	19.48	15.82
"SCARNA18"	0	0	0	0
"SCARNA2"	1.79	2.33	4.52	2.98
"SCARNA20"	0	0	0	0
"SCARNA21"	0	0	0	0
"SCARNA22"	0	0	0	0
"SCARNA23"	0	0	0	0
"SCARNA27"	0	0	0	0
"SCARNA3"	0	0	0	0
"SCARNA4"	0	0	121.08	51.81
"SCARNA5"	0.57	0.63	1.13	0
"SCARNA6"	0	0	0	2.29
"SCARNA7"	4.43	5.14	7.39	6.46
"SCARNA8"	0	0	0	0
"SCARNA9"	8.56	10.11	10.69	19.22
"SCARNA9L"	0.98	2.09	3.5	3.58
"SCART1"	0.35	0.46	0.5	0.39
"SCCPDH"	77.13	75.03	47.65	53.52
"SCD"	1480.5	1201.61	634.7	601.46
"SCD5"	8.88	10.43	9.59	10.07
"SCEL"	24.73	23.07	14.21	13.84
"SCEL-AS1"	0	0	0	0
"SCFD1"	43.53	44.96	50.05	44.77
"SCFD2"	9.58	11.35	9.13	10.04
"SCG2"	0.46	0.46	0.37	0.5
"SCG3"	0.02	0	0	0
"SCG5"	0.24	0.29	0.71	0.96
"SCGB1A1"	19.36	21.54	7.77	7.99
"SCGB1B2P"	0	0.13	0	0
"SCGB1C1"	0	0	0	0
"SCGB1C2"	0	0	0	0
"SCGB1D1"	0	0	0	0
"SCGB1D2"	0.21	0	0	0
"SCGB1D4"	0	0	0	0
"SCGB2A1"	0	0	0	0
"SCGB2A2"	0	0	0	0
"SCGB2B2"	0	0	0	0
"SCGB2B3P"	0	0	0	0
"SCGB3A1"	0	0	0	0
"SCGB3A2"	0	0	0	0
"SCGN"	0	0	0	0
"SCHIP1"	2.17	1.81	2.61	3.08
"SCHLAP1"	0.04	0.06	0	0
"SCIMP"	0	0.05	0.03	0.03
"SCIN"	0.15	0.15	0.05	0.08
"SCLT1"	8.69	10.05	10.95	13.61
"SCLY"	11.43	11.49	15.65	12.87
"SCMH1"	10.11	11.02	6.86	7.07
"SCML1"	17.17	18.36	20.52	21.17
"SCML2"	1.51	1.94	2.26	2.57
"SCML4"	0	0	0	0
"SCN10A"	0.02	0	0	0.05
"SCN11A"	0	0.01	0.02	0.02
"SCN1A"	0	0	0	0
"SCN1B"	0.36	0.68	0.24	0.43
"SCN2A"	0	0	0	0.01
"SCN2B"	0	0	0	0
"SCN3A"	0	0.01	0.02	0.04
"SCN3B"	0.07	0.05	0.15	0.24
"SCN4A"	0.01	0	0.03	0.05
"SCN4B"	0.23	0.44	0.26	0.38
"SCN5A"	0.1	0.19	0.14	0.22
"SCN7A"	0	0	0	0
"SCN8A"	0.25	0.28	0.23	0.35
"SCN9A"	0.06	0.08	0.02	0.02
"SCNM1"	40.38	40.49	45.19	41.4
"SCNN1A"	14.3	13.01	6.22	7.09
"SCNN1B"	0	0	0.06	0.03
"SCNN1D"	1.2	1.28	1.01	1.09
"SCNN1G"	0.15	0.17	0.04	0.02
"SCO1"	50.4	57.93	67.66	67.59
"SCO2"	22.97	24.25	30.63	32.6
"SCOC"	25.29	24.51	28.25	27.22
"SCOC-AS1"	0.05	0	0.04	0
"SCP2"	100.18	99.81	85.57	90.14
"SCP2D1"	0	0	0	0
"SCPEP1"	111.05	98.94	129.98	144.43
"SCRG1"	0	0	0	0
"SCRIB"	41.62	47.86	45.14	46.3
"SCRN1"	85.56	91.33	101.83	102.51
"SCRN2"	25.68	25.21	15.96	17.06
"SCRN3"	9.66	10.96	10.88	11.28
"SCRT1"	0	0.03	0.02	0.04
"SCRT2"	0	0	0	0
"SCT"	0.31	0	1.02	0.45
"SCTR"	0	0	0	0
"SCUBE1"	0	0	0	0
"SCUBE2"	0.03	0.01	0	0.03
"SCUBE3"	0.01	0.01	0	0
"SCX"	4.09	3.63	4.96	5.6
"SCYL1"	67.97	69.69	74.83	71.93
"SCYL2"	27.99	34.33	40.48	47.64
"SCYL3"	12.1	11.56	9.55	11.1
"SDAD1"	19.52	20.95	26.26	25.54
